date,avg_temp,max_temp,min_temp,mean_wind_speed,max_sus_wind_speed,crime_count
2001-01-01,24.7,30.2,17.6,5.8,12,1817
2001-01-02,20.2,24.8,14,9.3,15.9,1143
2001-01-03,21.9,30.2,12.2,12.4,15,1151
2001-01-04,28.6,30.2,24.8,12.2,16.9,1166
2001-01-05,34.6,39.2,28.4,14.4,18.1,1267
2001-01-06,31.3,37.4,24.8,13,20,1290
2001-01-07,33.1,35.6,30.2,9.9,20,1104
2001-01-08,27.8,30.2,24.8,11.4,20,1157
2001-01-09,24.9,28.4,21.2,14.2,20,1184
2001-01-10,28.2,35.6,21.2,14.3,25.1,1237
2001-01-11,35.2,42.8,28.4,10.4,15,1227
2001-01-12,35.4,39.2,32,7.1,9.9,1353
2001-01-13,35.5,37.4,33.8,9.3,15,1310
2001-01-14,36.6,39.2,33.8,11.1,14,1118
2001-01-15,36.7,39.2,35.6,14.6,20,1312
2001-01-16,32.8,35.6,30.2,11.7,15.9,1251
2001-01-17,29,32,26.6,9.1,12,1288
2001-01-18,28.3,33.8,23,11,15,1278
2001-01-19,29.9,32,26.6,14.9,20,1214
2001-01-20,26,30.2,23,9.8,15,1256
2001-01-21,23.5,30.2,15.8,9.6,15.9,1105
2001-01-22,27.2,32,21.2,8.5,13,1180
2001-01-23,34.2,41,28.4,9.5,14,1250
2001-01-24,27.7,32,23,11.4,15.9,1101
2001-01-25,26.3,30.2,19.4,11.4,15,1183
2001-01-26,29,32,24.8,11.5,15.9,1296
2001-01-27,27.9,32,21.2,12.2,20,1214
2001-01-28,24.1,30.2,19.4,10.6,15,1076
2001-01-29,33.7,37.4,28.4,12.5,19,1172
2001-01-30,36.8,39.2,33.8,9.3,20,1211
2001-01-31,35.8,37.4,33.8,12.2,20,1189
2001-02-01,31.3,35.6,24.8,11.5,14,1332
2001-02-02,12.2,26.6,1.4,15.3,20,1236
2001-02-03,22.4,30.2,14,12.6,15,1184
2001-02-04,35.1,37.4,30.2,8.5,14,1149
2001-02-05,31.7,35.6,28.4,11.3,15.9,1313
2001-02-06,32.6,35.6,32,9.4,12,1195
2001-02-07,30.4,35.6,24.8,9.1,19,1245
2001-02-08,41.4,48.2,33.8,9.9,16.9,1242
2001-02-09,44.7,53.6,32,14.4,20,1285
2001-02-10,23.2,32,17.6,11.4,25.1,1089
2001-02-11,25.8,30.2,19.4,11.7,15,1049
2001-02-12,33.4,41,26.6,12,20,1235
2001-02-13,36.1,37.4,33.8,7.2,13,1241
2001-02-14,35.1,37.4,32,10.3,15.9,1228
2001-02-15,32.1,33.8,30.2,11.4,15.9,1294
2001-02-16,31.8,33.8,28.4,11.6,15.9,1213
2001-02-17,19.4,26.6,10.4,14.5,18.1,1077
2001-02-18,21.3,30.2,12.2,13.5,20,1080
2001-02-19,38,46.4,30.2,14.7,20,1211
2001-02-20,35.8,41,30.2,11.5,20,1256
2001-02-21,20.4,28.4,14,12.4,20,1223
2001-02-22,26.9,32,21.2,12.8,20,1126
2001-02-23,26.8,32,21.2,11.4,20,1201
2001-02-24,33.7,37.4,28.4,13.6,18.1,1237
2001-02-25,36.9,51.8,32,21.7,29.9,1162
2001-02-26,34.4,42.8,26.6,12.6,25.1,1203
2001-02-27,29.2,37.4,26.6,13,20,1247
2001-02-28,24,30.2,15.8,8.8,12,1226
2001-03-01,33.1,42.8,24.8,14.1,20,1591
2001-03-02,38.2,44.6,33.8,13.8,20,1397
2001-03-03,38.5,42.8,32,4.3,8,1323
2001-03-04,32.8,35.6,30.2,15.4,25.1,1162
2001-03-05,26.9,30.2,21.2,15.6,20,1232
2001-03-06,29.6,33.8,26.6,12.6,15.9,1247
2001-03-07,37.4,46.4,28.4,11.4,20,1369
2001-03-08,34.2,37.4,32,13.7,20,1356
2001-03-09,33.8,37.4,28.4,9.8,15,1419
2001-03-10,40.8,50,32,11.3,19,1266
2001-03-11,37.4,48.2,32,12.4,20,1144
2001-03-12,39.9,48.2,32,12.9,15,1264
2001-03-13,40.3,50,33.8,14.8,20,1291
2001-03-14,43.8,51.8,35.6,10,16.9,1317
2001-03-15,40.3,48.2,37.4,16.3,25.1,1258
2001-03-16,33.7,35.6,32,22.4,25.1,1256
2001-03-17,34.6,37.4,32,13.8,19,1088
2001-03-18,36.1,39.2,32,8.1,12,1191
2001-03-19,37.4,41,32,5.2,9.9,1344
2001-03-20,40,44.6,35.6,9.8,12,1433
2001-03-21,42.6,46.4,37.4,12.9,19,1373
2001-03-22,40.3,44.6,37.4,9.2,16.9,1373
2001-03-23,40.6,48.2,37.4,8.3,15,1481
2001-03-24,34.6,42.8,30.2,12.6,16.9,1338
2001-03-25,25.8,32,21.2,13.1,15,1102
2001-03-26,27.6,33.8,19.4,11.6,15.9,1215
2001-03-27,34,35.6,32,8.1,9.9,1409
2001-03-28,42,50,33.8,10.7,15,1321
2001-03-29,42.3,46.4,39.2,8.9,12,1337
2001-03-30,41.2,46.4,37.4,9.6,15,1350
2001-03-31,42.7,48.2,37.4,10,15,1305
2001-04-01,42.5,48.2,33.8,12.6,15,1358
2001-04-02,44.6,48.2,41,5.8,8,1322
2001-04-03,40.7,44.6,37.4,17.3,25.1,1353
2001-04-04,42.5,44.6,39.2,11.8,14,1345
2001-04-05,46.9,57.2,41,6.7,15,1273
2001-04-06,51.6,64.4,42.8,9.7,13,1381
2001-04-07,67.8,82.4,42.8,15.7,20,1352
2001-04-08,61.4,77,50,12,20,1319
2001-04-09,48.3,53.6,44.6,11.9,20,1337
2001-04-10,45.2,48.2,42.8,12.6,20,1341
2001-04-11,59.2,75.2,46.4,9.6,15.9,1311
2001-04-12,56.5,69.8,50,20.5,29.9,1457
2001-04-13,49.5,53.6,44.6,11.2,20,1336
2001-04-14,53.6,60.8,44.6,7.4,11.1,1347
2001-04-15,48.6,51.8,46.4,9.6,20,1226
2001-04-16,40.4,51.8,33.8,15.1,22,1177
2001-04-17,38,42.8,32,16.7,22,1194
2001-04-18,45.5,51.8,37.4,9.3,14,1338
2001-04-19,55.4,68,42.8,9.7,15.9,1323
2001-04-20,65.9,77,53.6,13.1,16.9,1475
2001-04-21,72.6,78.8,64.4,17.8,20,1369
2001-04-22,57.3,77,50,9.3,15,1353
2001-04-23,68.2,75.2,53.6,17.1,25.1,1308
2001-04-24,51.5,55.4,44.6,12.2,25.1,1294
2001-04-25,53.5,57.2,48.2,7.9,12,1299
2001-04-26,62.5,77,50,11.2,20,1358
2001-04-27,58.1,75.2,50,13.8,15.9,1504
2001-04-28,52.5,57.2,48.2,10.1,15,1302
2001-04-29,59,64.4,51.8,8.1,13,1295
2001-04-30,73.3,84.2,59,10.7,15.9,1433
2001-05-01,77.1,82.4,68,12.1,15.9,1542
2001-05-02,76.5,82.4,66.2,13.7,16.9,1461
2001-05-03,78.3,86,68,12.4,15,1440
2001-05-04,54.7,82.4,50,14.1,20,1533
2001-05-05,53.7,57.2,50,13.6,20,1346
2001-05-06,58.3,64.4,53.6,8.2,15,1222
2001-05-07,66.6,69.8,60.8,13.3,20,1391
2001-05-08,68.8,77,53.6,12.4,20,1412
2001-05-09,72.8,80.6,62.6,11,16.9,1469
2001-05-10,74.3,84.2,62.6,12.7,20,1336
2001-05-11,57.1,73.4,48.2,12.8,20,1358
2001-05-12,50.8,55.4,46.4,14.8,20,1245
2001-05-13,54.4,60.8,48.2,6.8,9.9,1209
2001-05-14,58.8,66.2,51.8,12.7,25.1,1300
2001-05-15,76.2,89.6,59,11.9,15,1420
2001-05-16,74.6,86,64.4,8,12,1381
2001-05-17,63,68,57.2,6.2,12,1408
2001-05-18,62.6,68,59,14.7,15.9,1439
2001-05-19,61.2,64.4,57.2,12.4,15,1335
2001-05-20,63.7,73.4,57.2,8.8,14,1281
2001-05-21,66.1,69.8,64.4,12.5,20,1437
2001-05-22,58.9,64.4,51.8,14,20,1277
2001-05-23,56.5,62.6,51.8,9.5,14,1232
2001-05-24,55.5,60.8,51.8,8.6,13,1312
2001-05-25,55.4,59,50,9.8,13,1350
2001-05-26,54.6,57.2,50,12.6,25.1,1161
2001-05-27,55.3,59,51.8,12.1,25.1,1151
2001-05-28,57.6,62.6,53.6,8.4,12,1325
2001-05-29,57.2,59,55.4,14.3,20,1408
2001-05-30,54.4,55.4,51.8,12.5,15.9,1343
2001-05-31,56.2,59,53.6,13.2,16.9,1297
2001-06-01,57.7,66.2,51.8,12.7,15.9,1661
2001-06-02,57.2,64.4,53.6,12.6,20,1398
2001-06-03,53.4,55.4,51.8,9.9,13,1184
2001-06-04,51.9,55.4,50,12.1,15,1372
2001-06-05,54.8,59,50,11.8,20,1281
2001-06-06,55.9,59,53.6,7.4,13,1344
2001-06-07,58.7,62.6,55.4,7.5,9.9,1326
2001-06-08,63.5,68,57.2,5.5,8,1370
2001-06-09,61.9,64.4,59,999.9,999.9,1386
2001-06-10,,,,,,1413
2001-06-11,73.8,75.2,73.4,6,15,1476
2001-06-12,72.3,84.2,62.6,10,16.9,1380
2001-06-13,79.8,87.8,69.8,10.3,15,1429
2001-06-14,84.6,89.6,77,13.3,20,1392
2001-06-15,76.6,87.8,73.4,12.4,15,1421
2001-06-16,77.8,86,66.2,11.2,15,1376
2001-06-17,73.8,80.6,68,8.9,15,1435
2001-06-18,79.7,91.4,64.4,12,15,1494
2001-06-19,79.8,89.6,68,13.4,15,1535
2001-06-20,68.2,69.8,64.4,7.3,9.9,1405
2001-06-21,63.2,66.2,60.8,7.8,12,1321
2001-06-22,61.5,64.4,57.2,11.4,14,1374
2001-06-23,64.6,69.8,59,7.3,12,1326
2001-06-24,69.4,75.2,60.8,7.4,12,1286
2001-06-25,74.9,80.6,68,8.6,15,1381
2001-06-26,75.6,82.4,69.8,8.2,13,1363
2001-06-27,76.7,80.6,71.6,9.6,15,1363
2001-06-28,76.7,82.4,71.6,8.5,12,1380
2001-06-29,79.5,84.2,73.4,7.4,9.9,1450
2001-06-30,83.4,87.8,75.2,10.4,16.9,1403
2001-07-01,68.7,87.8,60.8,14.5,20,1601
2001-07-02,62.3,71.6,57.2,9,15,1372
2001-07-03,70.3,78.8,64.4,10.6,15.9,1316
2001-07-04,78.5,86,71.6,8.4,14,1420
2001-07-05,66.2,73.4,62.6,12.8,18.1,1375
2001-07-06,70.3,77,62.6,9,15,1455
2001-07-07,78.4,87.8,64.4,10.4,13,1447
2001-07-08,77.2,86,73.4,7.2,9.9,1385
2001-07-09,77.3,82.4,71.6,8.7,14,1431
2001-07-10,78.8,82.4,71.6,8.2,14,1492
2001-07-11,71.5,78.8,68,12.1,18.1,1397
2001-07-12,71.9,75.2,68,8.1,9.9,1419
2001-07-13,71.3,75.2,68,10.1,14,1511
2001-07-14,75.4,80.6,68,8.4,13,1442
2001-07-15,78.5,84.2,71.6,7.3,9.9,1391
2001-07-16,81.1,86,73.4,9.4,13,1511
2001-07-17,78.9,84.2,71.6,8.9,15,1425
2001-07-18,76.3,84.2,73.4,6.2,9.9,1406
2001-07-19,79.1,84.2,73.4,9.1,14,1402
2001-07-20,80.1,87.8,9999.9,7.6,11.1,1555
2001-07-21,83.2,91.4,78.8,8.6,13,1502
2001-07-22,80.6,87.8,73.4,7.5,25.1,1429
2001-07-23,81.6,91.4,73.4,9.4,20,1468
2001-07-24,81.1,84.2,75.2,6,8,1418
2001-07-25,73.1,78.8,68,14.9,20,1463
2001-07-26,73.5,77,71.6,15.2,20,1434
2001-07-27,71.5,75.2,66.2,13.2,22,1465
2001-07-28,75.1,78.8,69.8,9,14,1458
2001-07-29,78,82.4,75.2,6.5,9.9,1423
2001-07-30,76.2,82.4,71.6,6.2,9.9,1463
2001-07-31,83.2,91.4,75.2,9,15,1416
2001-08-01,87.5,91.4,78.8,11,15,1586
2001-08-02,78.3,87.8,73.4,9.2,25.1,1310
2001-08-03,77.2,80.6,73.4,8.6,14,1417
2001-08-04,77.3,80.6,73.4,9.2,13,1516
2001-08-05,80.4,86,73.4,8.2,13,1472
2001-08-06,84.2,91.4,75.2,8.8,12,1503
2001-08-07,86,93.2,78.8,9.5,13,1441
2001-08-08,88.6,93.2,80.6,10.7,14,1433
2001-08-09,88.8,95,80.6,10.8,15,1343
2001-08-10,76.5,91.4,73.4,16.2,20,1563
2001-08-11,74.2,77,71.6,13.5,20,1390
2001-08-12,77.1,84.2,69.8,9.3,12,1406
2001-08-13,74.2,77,71.6,13.9,20,1412
2001-08-14,71.6,73.4,68,11.2,19,1409
2001-08-15,73.5,78.8,68,7.1,9.9,1520
2001-08-16,70,73.4,68,11.1,15,1433
2001-08-17,72.4,80.6,64.4,11.4,15,1334
2001-08-18,70.2,75.2,66.2,9.8,15,1324
2001-08-19,69.4,73.4,64.4,13.2,23.9,1244
2001-08-20,72.8,78.8,64.4,11.5,16.9,1467
2001-08-21,74.4,78.8,66.2,10.5,15,1349
2001-08-22,76.2,87.8,71.6,11,18.1,1382
2001-08-23,74.6,77,73.4,9.7,15,1308
2001-08-24,73.3,75.2,69.8,10,15,1418
2001-08-25,75,80.6,71.6,10.8,15.9,1385
2001-08-26,75.3,78.8,69.8,8.8,15,1420
2001-08-27,79.1,84.2,71.6,10.2,15,1483
2001-08-28,75.9,82.4,71.6,13.9,20,1410
2001-08-29,75,80.6,69.8,9.5,14,1454
2001-08-30,79.5,86,73.4,10.9,14,1427
2001-08-31,74,84.2,68,12.8,15.9,1473
2001-09-01,65.4,68,60.8,10.6,14,1581
2001-09-02,70.7,80.6,60.8,7.2,13,1325
2001-09-03,78,86,66.2,10.5,19,1367
2001-09-04,73.4,80.6,69.8,13.5,15.9,1401
2001-09-05,71,75.2,66.2,9.4,15,1308
2001-09-06,75.6,82.4,66.2,10.5,15,1421
2001-09-07,79.9,87.8,71.6,12.2,20,1570
2001-09-08,79.5,84.2,75.2,13.3,15,1574
2001-09-09,71.2,78.8,62.6,10.7,15,1321
2001-09-10,69.3,78.8,57.2,13.1,20,1382
2001-09-11,72.2,82.4,64.4,8,9.9,1374
2001-09-12,75.3,84.2,66.2,9.6,14,1343
2001-09-13,67.9,82.4,62.6,16.9,23.9,1274
2001-09-14,61.1,64.4,57.2,15.5,20,1403
2001-09-15,63.4,68,59,10.5,15,1501
2001-09-16,65.2,69.8,59,7.5,9.9,1340
2001-09-17,65.9,69.8,62.6,6.5,9.9,1247
2001-09-18,65.1,68,62.6,9.1,15.9,1286
2001-09-19,65.3,68,62.6,12.7,15,1289
2001-09-20,67.2,75.2,57.2,10.7,20,1367
2001-09-21,66.8,69.8,64.4,8,12,1500
2001-09-22,69.2,75.2,59,7.1,9.9,1435
2001-09-23,64.3,68,59,8.5,15,1266
2001-09-24,53,57.2,50,14.8,20,1283
2001-09-25,51.6,59,44.6,11.2,15,1310
2001-09-26,59.8,68,53.6,12,15.9,1393
2001-09-27,57.9,60.8,51.8,9.9,14,1450
2001-09-28,55.5,57.2,55.4,13.7,20,1462
2001-09-29,59.1,62.6,55.4,8.8,12,1383
2001-09-30,61.3,66.2,53.6,6.1,8,1346
2001-10-01,68.1,89.6,57.2,7.6,12,1707
2001-10-02,72.5,82.4,59,7.2,13,1411
2001-10-03,74,80.6,64.4,11.3,20,1495
2001-10-04,59.5,69.8,53.6,6.5,11.1,1336
2001-10-05,51.5,53.6,50,6.8,9.9,1424
2001-10-06,47.9,50,39.2,8.3,15,1366
2001-10-07,46.6,53.6,39.2,5.7,6,1243
2001-10-08,56.7,66.2,48.2,8.3,9.9,1381
2001-10-09,64.3,71.6,55.4,10.2,12,1462
2001-10-10,64.3,68,62.6,11.9,15,1380
2001-10-11,60.4,66.2,55.4,5.4,9.9,1397
2001-10-12,57.3,59,53.6,7.5,9.9,1477
2001-10-13,61.3,68,51.8,7.4,12,1256
2001-10-14,56.1,60.8,51.8,7.2,15,1196
2001-10-15,52.1,59,46.4,8.9,12,1366
2001-10-16,49.8,51.8,46.4,10.7,15.9,1312
2001-10-17,47.6,51.8,39.2,7.3,9.9,1376
2001-10-18,56,64.4,46.4,8.5,9.9,1404
2001-10-19,57.2,60.8,51.8,6.2,9.9,1492
2001-10-20,60.2,69.8,48.2,5.8,9.9,1515
2001-10-21,60,64.4,57.2,5.3,8,1364
2001-10-22,57.8,59,55.4,4.9,6,1310
2001-10-23,63.4,66.2,59,6.4,8,1394
2001-10-24,59.2,64.4,51.8,7.2,12,1271
2001-10-25,42.2,51.8,39.2,21.1,29.9,1279
2001-10-26,41.3,42.8,39.2,16.3,25.1,1409
2001-10-27,42.1,44.6,39.2,9.6,15,1372
2001-10-28,45.7,53.6,37.4,9.7,12,1320
2001-10-29,51.1,59,46.4,12.1,20,1343
2001-10-30,50.9,51.8,50,9.9,12,1394
2001-10-31,59,68,51.8,11,15,1577
2001-11-01,62.7,68,59,15.2,20,1736
2001-11-02,63.9,66.2,59,9.3,15,1460
2001-11-03,58.6,66.2,48.2,8.4,9.9,1354
2001-11-04,55.5,62.6,50,8,9.9,1259
2001-11-05,50.8,55.4,46.4,8.7,15,1314
2001-11-06,52.6,62.6,44.6,7,9.9,1338
2001-11-07,57.8,68,50,6.9,9.9,1367
2001-11-08,53.4,64.4,44.6,11.2,15,1305
2001-11-09,47,53.6,39.2,11.2,16.9,1278
2001-11-10,52.6,60.8,42.8,13.5,20,1348
2001-11-11,47.6,50,46.4,12,20,1274
2001-11-12,50.1,57.2,41,7.6,9.9,1247
2001-11-13,54.9,64.4,50,10.8,12,1339
2001-11-14,57.8,62.6,51.8,9.6,12,1311
2001-11-15,60.8,68,55.4,7.8,9.9,1354
2001-11-16,56.4,66.2,50,7.8,9.9,1419
2001-11-17,51.3,55.4,48.2,7.3,9.9,1344
2001-11-18,57.8,64.4,51.8,8.2,15,1276
2001-11-19,50.4,62.6,46.4,10.8,15,1274
2001-11-20,40.6,44.6,35.6,8.7,12,1302
2001-11-21,47.5,55.4,39.2,9.9,12,1307
2001-11-22,49.2,53.6,42.8,10.6,15,1012
2001-11-23,52.9,59,50,12,15,1285
2001-11-24,57.2,62.6,53.6,18.4,25.1,1396
2001-11-25,48.5,60.8,44.6,19.9,25.1,1152
2001-11-26,47.6,50,44.6,12.7,15,1313
2001-11-27,46.5,53.6,39.2,14.7,21,1269
2001-11-28,40.1,44.6,37.4,8.7,14,1334
2001-11-29,45.4,46.4,42.8,14.5,20,1262
2001-11-30,46.5,48.2,44.6,14.4,15.9,1367
2001-12-01,41.9,44.6,39.2,14.2,20,1435
2001-12-02,45.1,53.6,37.4,9.9,18.1,1174
2001-12-03,51.6,59,46.4,11.5,25.1,1280
2001-12-04,58.9,62.6,55.4,11.6,14,1378
2001-12-05,62.5,68,59,15.1,29.9,1335
2001-12-06,51,64.4,42.8,13.3,25.1,1313
2001-12-07,45.2,48.2,42.8,12.5,20,1476
2001-12-08,45.3,46.4,44.6,11.5,15.9,1258
2001-12-09,39.2,42.8,30.2,10.9,18.1,1096
2001-12-10,42.5,50,33.8,10.5,14,1277
2001-12-11,43.5,48.2,35.6,8.1,12,1272
2001-12-12,45.6,48.2,42.8,9.8,12,1305
2001-12-13,44.7,46.4,39.2,10.1,12,1335
2001-12-14,39.2,41,35.6,10.3,15,1370
2001-12-15,39.1,42.8,35.6,9.5,12,1290
2001-12-16,43.9,46.4,41,11.8,15,1114
2001-12-17,45.7,46.4,42.8,10.9,15,1253
2001-12-18,41.3,48.2,33.8,9.4,13,1251
2001-12-19,39.3,46.4,33.8,13.1,20,1234
2001-12-20,37.3,42.8,32,10.3,15,1174
2001-12-21,37.1,41,32,9.4,13,1243
2001-12-22,43.9,48.2,39.2,16.5,20,1187
2001-12-23,32.3,50,24.8,17,20,1098
2001-12-24,22.7,26.6,21.2,16,20,909
2001-12-25,19.5,24.8,15.8,10.8,15,691
2001-12-26,16.2,17.6,14,13.8,15.9,892
2001-12-27,24.5,28.4,19.4,14.3,15.9,1061
2001-12-28,26,28.4,23,14.4,20,1084
2001-12-29,19,23,14,14.3,16.9,1068
2001-12-30,15.4,19.4,8.6,13.4,20,949
2001-12-31,17,23,10.4,14.5,16.9,1044
2002-01-01,22.3,28.4,15.8,8.1,13,1854
2002-01-02,28,33.8,23,7.5,11.1,1188
2002-01-03,25.5,32,19.4,9.7,15,1118
2002-01-04,29,41,21.2,14,20,1151
2002-01-05,34.8,39.2,30.2,11.3,15,1104
2002-01-06,34.5,35.6,33.8,14.9,25.1,1038
2002-01-07,27.3,33.8,19.4,12.4,20,1172
2002-01-08,33.7,44.6,24.8,14.5,18.1,1244
2002-01-09,46.3,55.4,41,13.4,19,1317
2002-01-10,45.4,51.8,41,10.2,15,1376
2002-01-11,40.2,44.6,35.6,12.6,15.9,1337
2002-01-12,39.1,42.8,35.6,12.4,18.1,1340
2002-01-13,37.1,41,28.4,11,15,1197
2002-01-14,39,42.8,35.6,11.6,15,1193
2002-01-15,34,35.6,30.2,12.4,15.9,1355
2002-01-16,32.3,35.6,24.8,10.5,15,1263
2002-01-17,26,35.6,17.6,12.5,18.1,1115
2002-01-18,20.8,24.8,17.6,10.7,14,1236
2002-01-19,23.5,30.2,17.6,8.9,12,1182
2002-01-20,31.7,37.4,26.6,12.9,18.1,1123
2002-01-21,33.8,37.4,32,13.7,19,1083
2002-01-22,44.3,55.4,35.6,14.7,20,1267
2002-01-23,46.9,50,39.2,13.6,21,1253
2002-01-24,38.1,41,33.8,13,15.9,1305
2002-01-25,41.3,51.8,30.2,13.7,18.1,1402
2002-01-26,45.2,53.6,35.6,13.6,16.9,1385
2002-01-27,50.8,59,41,13.9,22,1274
2002-01-28,43.8,50,37.4,11.8,15.9,1276
2002-01-29,36.6,39.2,33.8,13.5,15,1200
2002-01-30,34,37.4,32,13.9,22.9,1064
2002-01-31,33.2,33.8,32,17.3,25.1,988
2002-02-01,32,35.6,28.4,13.2,20,1378
2002-02-02,28.6,35.6,19.4,11.7,16.9,1219
2002-02-03,33.3,37.4,26.6,13.5,18.1,1041
2002-02-04,23.4,32,15.8,12.1,20,1067
2002-02-05,25.7,33.8,17.6,12.9,18.1,1153
2002-02-06,33.1,39.2,26.6,9.4,15.9,1201
2002-02-07,36.2,44.6,26.6,11.5,15,1227
2002-02-08,38.3,44.6,33.8,13,15,1300
2002-02-09,41.3,50,35.6,8,12,1261
2002-02-10,39.3,42.8,35.6,12.6,22,1102
2002-02-11,32.8,35.6,24.8,12.8,20,1231
2002-02-12,39.7,42.8,35.6,18.3,25.1,1339
2002-02-13,31.7,39.2,24.8,10.5,14,1157
2002-02-14,37.8,44.6,32,15.4,25.1,1212
2002-02-15,40.7,42.8,39.2,15.6,22,1394
2002-02-16,40.3,41,39.2,13,20,1237
2002-02-17,35.4,41,30.2,10.6,14,1040
2002-02-18,39.5,50,32,14.1,20,1222
2002-02-19,44.5,46.4,42.8,12.8,15.9,1171
2002-02-20,46.6,53.6,39.2,15,22,1247
2002-02-21,34.8,39.2,32,14,20,1253
2002-02-22,32.4,35.6,26.6,10.4,15,1275
2002-02-23,38.5,46.4,30.2,11.4,20,1261
2002-02-24,49.8,60.8,39.2,14.7,19,1219
2002-02-25,41.4,53.6,35.6,15.3,20,1214
2002-02-26,29.4,35.6,24.8,13.1,16.9,1098
2002-02-27,24,26.6,19.4,12.7,15.9,1192
2002-02-28,27.1,32,17.6,13.6,25.1,1198
2002-03-01,29.7,32,26.6,11.4,15,1539
2002-03-02,34.4,35.6,32,11.1,16.9,1092
2002-03-03,19.3,33.8,12.2,14.1,20,915
2002-03-04,8.5,15.8,-0.4,14,20,968
2002-03-05,24.4,33.8,17.6,9.5,13,1108
2002-03-06,37.5,46.4,32,9.1,15,1233
2002-03-07,35.3,37.4,33.8,11,15.9,1227
2002-03-08,51.4,62.6,35.6,13.6,18.1,1467
2002-03-09,45.8,64.4,28.4,22.1,29.9,1224
2002-03-10,24.7,30.2,17.6,19.8,29.9,1075
2002-03-11,36.7,44.6,26.6,13.2,20,1296
2002-03-12,41.1,44.6,33.8,7.6,12,1278
2002-03-13,47.5,59,39.2,10.6,15.9,1413
2002-03-14,44.4,53.6,39.2,10.4,20,1436
2002-03-15,43.6,57.2,39.2,13.3,18.1,1493
2002-03-16,36.3,37.4,33.8,18.5,25.1,1256
2002-03-17,36.9,39.2,35.6,13.5,20,1136
2002-03-18,39.3,41,37.4,7.4,11.1,1262
2002-03-19,39.5,42.8,35.6,6.4,9.9,1233
2002-03-20,39.4,41,37.4,10.6,15.9,1290
2002-03-21,28.6,37.4,23,12.7,16.9,1163
2002-03-22,26.6,37.4,17.6,15.9,20,1218
2002-03-23,41.4,51.8,28.4,15.4,20,1214
2002-03-24,37,39.2,33.8,16.1,26,1227
2002-03-25,28.5,32,24.8,22.1,26,1122
2002-03-26,32.4,35.6,28.4,17.3,20,1216
2002-03-27,37.9,41,30.2,9.5,14,1342
2002-03-28,41.7,48.2,35.6,12.7,20,1424
2002-03-29,43,46.4,39.2,7.8,12,1247
2002-03-30,46.5,51.8,39.2,13,20,1334
2002-03-31,44.5,48.2,39.2,11.5,19,1136
2002-04-01,37.8,42.8,32,8.7,13,1528
2002-04-02,40.3,46.4,33.8,11.2,15,1269
2002-04-03,37.1,39.2,33.8,9,18.1,1304
2002-04-04,34,39.2,32,9.9,20,1340
2002-04-05,36.5,41,32,9.8,15,1534
2002-04-06,37.4,41,32,9.7,15,1360
2002-04-07,39.7,44.6,37.4,12,16.9,1103
2002-04-08,45.8,50,44.6,5.4,9.9,1203
2002-04-09,42.7,46.4,41,11.1,20,1348
2002-04-10,49,62.6,39.2,9.3,14,1477
2002-04-11,62.9,73.4,50,13.7,19,1438
2002-04-12,58.2,69.8,44.6,11,15,1377
2002-04-13,45.5,48.2,42.8,9.6,14,1331
2002-04-14,58.9,75.2,41,8.9,14,1297
2002-04-15,75.8,86,66.2,13.8,20,1494
2002-04-16,77.6,86,68,14.7,20,1328
2002-04-17,76.4,84.2,66.2,12,20,1347
2002-04-18,74.7,86,57.2,12.5,21,1356
2002-04-19,59.9,82.4,48.2,14.1,20,1364
2002-04-20,43.6,46.4,42.8,17.5,26,1323
2002-04-21,42.3,42.8,41,16.9,25.1,1108
2002-04-22,40.3,42.8,39.2,10.7,15.9,1198
2002-04-23,45.1,51.8,39.2,9.3,13,1321
2002-04-24,60.6,71.6,46.4,12.9,20,1297
2002-04-25,50.7,60.8,41,16.8,22.9,1326
2002-04-26,44.6,51.8,41,11.9,15,1401
2002-04-27,45.6,48.2,42.8,14.8,21,1281
2002-04-28,46.9,55.4,42.8,16,23.9,1152
2002-04-29,49.6,60.8,42.8,12.6,16.9,1479
2002-04-30,55,60.8,50,8.1,14,1351
2002-05-01,51.2,53.6,48.2,9.4,20,1497
2002-05-02,50,53.6,46.4,14.1,21,1269
2002-05-03,46.4,51.8,44.6,11.7,14,1316
2002-05-04,53.5,60.8,42.8,8.5,12,1315
2002-05-05,50,55.4,46.4,9.1,14,1281
2002-05-06,63.8,75.2,51.8,9.1,15.9,1273
2002-05-07,52.4,71.6,46.4,14.4,20,1308
2002-05-08,51,55.4,44.6,9.6,12,1396
2002-05-09,57.7,60.8,53.6,15.3,22.9,1396
2002-05-10,57.8,66.2,48.2,11.8,15.9,1523
2002-05-11,50.4,55.4,46.4,11.8,20,1267
2002-05-12,48.2,51.8,46.4,12.3,18.1,1174
2002-05-13,49.1,55.4,44.6,15.1,20,1405
2002-05-14,54.9,60.8,48.2,7.5,14,1448
2002-05-15,62.3,73.4,50,12.4,20,1540
2002-05-16,61.4,71.6,46.4,14.9,20,1273
2002-05-17,43.5,48.2,41,17.7,22.9,1425
2002-05-18,43.2,46.4,41,13.2,20,1374
2002-05-19,46.9,50,42.8,9.9,15.9,1260
2002-05-20,44.5,46.4,41,15.6,19,1384
2002-05-21,48.2,51.8,41,8,15,1383
2002-05-22,56.9,66.2,48.2,12.7,19,1332
2002-05-23,65.7,71.6,57.2,13.7,18.1,1552
