avg_temp,max_temp,min_temp,mean_wind_speed,max_sus_wind_speed,crime_count
49.5,59.5,39.4,8.5,14,1204
38.7,41.5,36.3,11.5,15,1076
36.5,38.5,33.3,8.1,9.9,939
32.5,38.3,28.4,6.7,12,1019
34.2,37.4,30.6,4.8,8.9,1084
42,48.4,37.2,8.9,12,1097
48.5,54.1,44.1,9.7,16.9,1154
50.2,52.3,46.8,8.9,15.9,1242
42.4,46.8,38.3,13.8,21,1238
34.6,37.9,29.7,7.9,11.1,1007
32.9,36.1,30.6,7.6,11.1,1034
28.5,33.4,23.5,7.8,12,1087
34.1,44.1,29.3,9.6,15.9,1181
34.3,43.2,29.5,10.9,15,1201
24.3,29.1,18.7,9.1,14,1126
25.5,32.5,20.8,6,9.9,1009
30.9,43.7,24.3,7.2,12,1007
36.8,41.4,34,7.1,11.1,1113
34.6,38.7,29.5,8.4,12,1135
34.1,42.3,27.1,4.1,7,1196
35.5,44.6,27.7,4.2,11.1,881
36.1,44.4,28.8,7.1,13,1105
34.5,43,27,4.1,6,1144
37.6,39.4,34.3,10.6,19,944
31.2,36.9,26.4,11.3,16.9,1057
25.2,31.6,21.7,9,15.9,1036
35.7,40.8,30.7,9.8,16.9,1045
22.5,32.7,15.3,7.4,11.1,956
15.3,20.8,9.5,7.9,12,1079
24.7,32.4,16.7,12.3,15.9,1040
16.2,24.4,9.5,7.4,12,888
24.6,34.2,18.7,6.3,8.9,1098
38.1,43.2,34,8.7,18.1,974
28.5,33.6,25.2,14,21,1069
27.1,34.2,21.2,5,8.9,991
20.6,29.7,13.8,6.2,9.9,1096
26.6,39.4,15.1,12,19,1001
42.1,49.5,36.3,16.8,22.9,1019
23.7,51.3,6.4,13.9,20,930
12.8,20.7,9.3,5.4,13,846
19.6,21.2,16.3,7.2,14,982
15.8,22.6,12,3.9,6,982
27.3,31.3,21.4,8,18.1,959
26.7,31.6,22.1,8.7,12,942
6,24.1,-4.7,13.7,19,659
0.5,6.6,-2.7,10.2,19,797
15.6,28.8,5.2,9,15.9,826
32.4,35.6,21.2,9.4,15.9,761
11.1,19.2,4.5,8.5,19,620
30.6,41.4,19.2,9,13,792
54.4,62.4,41,12,22,1016
35.8,53.6,26.4,15,23.9,958
35.3,44.2,30.2,9.1,15,1022
34.3,40.8,29.3,6.2,11.1,1031
23.3,41.5,13.8,10.3,21,939
21.9,30.6,17.1,9.5,18.1,1820
29,31.3,26.1,7.6,11.1,1060
27,33.3,22.5,8.2,14,1108
35.4,38.1,28,9,14,998
20.2,27.3,13.8,7.2,11.1,1005
25.4,29.5,21.2,5.9,9.9,975
27.6,29.1,21.4,5,11.1,981
16.6,21.9,12,7.7,12,956
20.4,28.2,15.6,6.1,12,1056
27.8,28.4,26.6,13,19,863
21.9,26.8,18.3,6.1,12,825
20.5,25,16.3,4.7,8,906
20.5,31.5,8.6,8,13,883
8.5,15.8,3.2,6.3,12,866
-0.9,9.7,-7.6,9.3,12,838
-9,1.8,-15.3,8,12,929
10.8,24.8,-2.4,11.2,19,981
17.5,24.8,11.1,7.1,11.1,807
17.6,24.3,13.8,6.8,12,804
20,23.7,17.6,6.9,12,1027
18.7,28.6,12.2,7.9,14,1038
24.9,34.9,18.3,5.9,8.9,1012
31.2,35.1,28,7,12,979
14.8,28,5.9,6.8,11.1,894
6.5,15.4,1,5.7,8,853
11.6,17.6,8.2,4,7,884
16.7,20.1,13.3,5.8,9.9,987
18.1,22.1,15.4,7.6,11.1,969
20,29.7,12.7,9.9,14,944
15.5,23.2,10.8,8.5,13,1034
18,36.3,7.3,10.2,18.1,952
35.4,37.9,29.7,8.4,15.9,998
27.2,33.8,22.1,7.7,12,986
14.5,24.1,4.3,8.8,15.9,955
12.6,16.5,5.4,9.8,16.9,929
13.5,25.5,5.4,8.1,15.9,1029
26.2,43.2,17.4,5.9,9.9,1136
48.6,60.4,40.5,12.6,16.9,1065
38.9,55.9,33.6,6.6,11.1,946
37.1,52.3,30.7,4.7,12,1045
54.1,60.6,46.9,13.8,21,1123
47,56.7,36.3,10.1,25.1,1035
37,43.9,33.6,12.6,18.1,1043
31.3,37.8,28.6,5.6,8.9,1069
30.6,31.8,29.3,7.5,12,1068
26.3,31.5,21.7,5.7,12,916
26.9,34,21.2,6,12,957
31.9,41.2,27,9.3,16.9,1069
37.1,38.5,34.5,7.4,12,1097
19.2,33.8,10.8,9.2,14,993
20,27,14.2,6.7,11.1,1105
25.6,31.5,20.7,9.5,16.9,841
21.9,26.4,15.6,8.3,11.1,809
19.4,24.1,14.4,5.4,8.9,939
27,39,21.2,7.6,12,963
40.3,55.8,33.6,8.6,12,1156
40.3,52.9,32.7,4.8,13,938
34.1,54.1,22.1,13.6,21,1051
23.5,24.8,22.3,14.3,20,966
22.6,24.8,19.2,16.4,22.9,996
19.4,21.6,17.8,23.5,40.8,828
22.6,27.5,19.6,7.3,12,1037
31.7,44.2,26.6,6.7,11.1,1123
47.7,63,37.9,12,21,1161
56.6,67.1,51.8,11.8,19,1267
,,,,,1034
50,53.8,46.8,9.2,20,871
34.9,43.9,32.9,7.1,13,1034
45.8,60.6,33.8,8.4,13,1108
32.9,61.2,18.7,13.2,19,1132
20.7,28.6,17.6,8.4,12,1151
26,35.1,21.4,5.7,8,1220
33.7,37.4,28.4,3.8,8.9,1112
36.9,45.7,32,3.3,7,1049
41.5,44.4,38.1,3.5,6,1035
54.5,71.4,41.4,8.4,19,1263
50.5,69.8,41.4,9.7,14,1151
39.5,45.7,32,8.2,13,1093
30,34.2,28.2,9.3,14,1185
42.6,57.7,34.5,6.3,8.9,1111
45.7,51.6,42.1,5.5,9.9,993
45.1,54.9,39.6,11,15.9,1080
54.6,71.6,48.2,16.3,22,1248
51.8,69.6,45.3,10.8,20,1200
45.7,55.9,40.5,5.9,8.9,1211
42,55,34.3,8,13,1093
34.3,36.1,33.1,17,22,1027
34.6,40.8,30.9,17.5,27,823
35.7,40.8,32,6.6,11.1,1066
45.4,52.5,35.2,11.4,21,980
43.9,54.1,39.2,12.5,21,1257
45.9,53.4,40.5,7.9,16.9,1042
38.8,40.5,36.9,16.9,25.1,1179
38.8,42.3,35.4,5,9.9,1071
37.9,39.9,35.4,13.9,22.9,856
34.5,36.7,32.5,21.3,26,934
36.7,48.2,30.9,9.3,15,1101
39.9,46.6,34,5.5,9.9,1150
46.2,48.4,44.4,6,8,1113
39.8,43.7,37.9,14.5,25.1,1078
37.9,38.8,37,12.7,21,1075
37.8,40.6,34.7,7.7,13,876
40.1,44.6,37.4,11.5,21,903
38.2,39.9,36.9,13.3,19,1060
41.2,44.6,39.6,11.1,14,1186
42.6,46.8,39,5.6,9.9,1145
44.2,51.4,38.8,3.7,9.9,1269
56,70.9,45.9,3.2,8,1083
53.2,68.5,43.2,4.8,9.9,915
44.5,52.5,40.6,9.3,15.9,1084
41.1,46.8,37.6,7,12,1046
46.8,60.6,39.6,7.6,13,1217
48,64.9,40.1,7.2,13,1088
65.9,82.4,54,10.2,19,1239
71.5,77.5,66.9,13.6,20,1134
,,,,,1018
70.2,75.4,63.7,13.2,20,1103
47.2,61.5,41.2,12.4,20,1115
45.5,48.4,41.2,7.5,15.9,1147
56.1,66.7,46.9,6.5,11.1,1081
57.1,62.6,52,5.1,9.9,1352
54.8,64.2,46.2,5.9,12,1058
58.8,66.7,49.3,5,8.9,983
55.2,62.6,50.4,4.6,9.9,1087
55.5,59.4,53.1,4.7,8,1198
61.1,71.4,55.8,6,13,1113
63.8,77.4,57.4,7,11.1,1208
61.7,68,57.4,4.8,7,1247
55.9,66.7,44.2,10.3,18.1,1142
51.7,65.3,43.7,5.7,18.1,994
47.3,53.1,43.2,5.9,16.9,1152
54.4,68.9,46,5.9,11.1,1220
60.5,67.8,53.4,11.3,18.1,1139
64.7,70,57.7,10.3,18.1,1175
59,68,53.1,5,9.9,1149
59.3,62.1,54.7,7.3,16.9,1138
49.5,59.9,43.2,5.3,9.9,1014
55.3,64.2,46.9,7.2,14,1115
64.7,77.4,56.1,9.4,15,1171
71.6,82.4,62.4,10.1,15,1231
73.9,83.8,64.4,8.9,12,1176
63.9,82.9,55,9.7,14,1198
55.4,63.7,52.5,5.5,12,1088
55.2,61.2,52.7,9.6,16.9,1078
54.4,57,52.2,7.7,12,968
56.7,60.1,53.8,5.9,8.9,1083
59.8,74.3,53.1,4.9,9.9,1180
57.4,61,54.7,4.9,7,1261
58.5,73.8,53.2,5.6,14,1193
59.1,72,52.7,4.3,7,1098
55.8,65.1,50.4,6,9.9,1029
64.9,80.2,53.6,6.4,16.9,1296
50.2,53.1,48.6,10.5,15.9,1144
51.3,53.1,49.6,10.4,18.1,1135
51.7,55.8,49.1,8.5,15,1101
60,78.6,48.4,4.7,9.9,1168
60,79.2,50.9,6.3,9.9,1034
61.1,70.9,51.6,6.9,9.9,1007
63.1,80.2,50.9,7.8,14,1165
59.7,80.1,55,5.5,11.1,1087
55.2,57.2,53.1,7.8,11.1,1178
53.7,54.9,52.2,8.9,13,1006
55.6,60.8,52.2,6.5,12,1304
56.2,58.5,53.4,6.4,15,1082
57.9,64.2,54,5.6,9.9,1062
61.2,67.8,55.6,3.8,8,1097
63.8,67.5,61.3,5.9,12,993
63.4,66.6,59,7,13,1115
65.2,78.8,60.6,4.2,8.9,1147
74.6,86.5,66,7.2,15,1077
75.1,87.3,66.6,5.7,11.1,1171
73.7,79,69.4,2.2,5.1,1158
70.8,78.8,65.5,4.7,8.9,1193
76.1,81.9,71.4,4,7,1230
81.1,87.6,76.5,4.1,7,1225
78.7,82.4,74.8,3.8,7,1084
73.6,75.7,71.6,5.3,12,1219
72.3,87.6,67.3,4.8,12,1273
77.4,86.9,70.7,8.5,15.9,1119
73,81.1,65.7,6.9,12,1182
66.9,73,62.6,5.5,8,1214
60.9,65.5,57,4.1,9.9,1323
63.3,66.4,59.7,3.7,7,1144
65.1,70.9,62.1,4.3,8.9,1155
66.3,67.6,64.9,4.1,8.9,1013
66,73.6,61.9,4.7,8,1013
72.3,82.6,64.4,3.9,8.9,1116
68.6,75.9,65.3,5.2,8,1199
65.6,67.8,61.9,6.1,8.9,1060
66.7,71.6,63.1,6,8.9,1168
71.1,79.5,66.6,3.8,9.9,1244
72.9,79.9,67.1,4.6,12,1106
70.3,75.4,63,3.8,8,1167
68.7,70.5,66.7,5.4,8.9,1095
70,78.3,62.2,5.5,9.9,1144
75.2,84.9,65.5,7.6,12,1176
74.4,83.3,66.4,5.2,11.1,1190
65.9,69.3,59.7,4.9,11.1,1223
62.1,66,59,4.9,7,1120
64.3,66.7,61.2,3.6,8,1047
65.3,69.6,58.8,5.3,11.1,1160
69.4,76.8,63.7,5.5,9.9,1190
70.9,76.5,68,3.7,8,1232
67.7,70.3,64.4,4.5,11.1,1136
71.4,81,63.1,5.6,14,1214
73.4,79.3,66.9,7.3,15,1136
71.6,77.7,65.3,5.1,12,1118
74.2,81.5,66.4,5.4,11.1,1174
76.6,84.6,68.5,6.1,19,1163
70.3,76.5,66.6,6.5,11.1,1163
70.8,77.5,64.9,4.9,8.9,1147
70.5,81.1,63,4.1,12,1139
70.6,78.1,66.2,7.5,13,1340
67.2,75.6,59.4,5.6,9.9,1122
72.9,82.8,66.9,10.4,16.9,1122
74.7,80.1,70.9,5.1,11.1,1076
69.2,76.6,65.1,6.1,11.1,1206
69.2,72.7,63.5,4.3,8,1150
69.1,72,66.2,5.4,9.9,1122
74.1,86.5,67.1,9.7,18.1,1171
82.9,89.1,76.5,11.6,15,1178
79.2,88,72,6.3,11.1,1165
73.5,81.3,69.4,5.9,11.1,1254
68.5,72.1,65.5,6.2,11.1,1252
70.1,78.1,64.8,3.8,8.9,1188
76,85.6,68.4,4.8,9.9,1261
78.7,86.2,70.9,6.4,11.1,1210
79.5,86.7,73.4,9.1,21,1121
74,81.1,69.6,5,9.9,1150
75.8,84.2,70,4.6,8,1308
72.3,79,64.4,4.7,9.9,1218
71.1,76.6,67.5,10.4,15.9,1206
68.4,75.2,62.6,8.4,16.9,1161
60.7,64.6,57.4,8.4,14,1012
62.1,66.6,58.8,7.7,13,1066
65.8,73.6,59.2,4.8,9.9,1088
71.1,79.7,63.3,7.3,13,1156
69.7,78.1,63.9,6.5,12,1181
65.5,68.2,63.7,9.6,14,1037
64.8,68.2,62.4,7.6,14,1152
63.1,68.7,59.2,4.9,8,1108
59.1,64,55.8,9.5,15,1016
61,63.7,54.5,8.6,12,1029
61.6,66.4,54.7,4.5,8,1263
64,67.6,56.7,4.9,11.1,1105
66.2,68.5,63.3,5.4,9.9,1125
65.5,67.1,63,6.2,8.9,1172
65.8,69.3,62.4,5.1,9.9,1067
68.2,71.1,66.2,5.3,8.9,1105
67.7,69.3,64.9,5.8,9.9,1028
67.4,71.1,64.8,5.5,13,1093
68.5,70.7,67.1,7,9.9,1147
69.2,72.5,66.7,6.4,11.1,1185
69.5,71.4,65.8,6.1,9.9,1285
68.8,71.1,65.7,4.8,8.9,1128
67.6,71.4,62.6,5.1,8,1039
69.1,76.3,61.7,3.1,6,1060
70.2,74.8,65.7,5.3,12,1180
67.2,69.6,64,10.7,15.9,1135
64.3,67.5,61.5,9.1,14,1146
63,71.1,54.3,4.7,11.1,1223
66.1,68.5,62.4,6.9,11.1,1111
65.4,70,60.1,7.6,12,1067
66.8,69.1,63.5,6.1,11.1,1090
69.2,75.4,65.1,5.5,11.1,1128
67.8,73.8,63.3,4,6,1197
66.5,67.6,65.7,3.7,6,1214
66.7,69.4,61.3,6.7,12,1214
62.1,66.2,59.9,3.3,6,1103
62.6,73.2,54.9,7.1,15,1063
60.3,72,53.6,9.7,13,1110
52.5,58.5,48.4,6.7,11.1,1090
54.8,56.8,53.6,9,13,996
52.6,59.2,45.7,6.1,11.1,1148
53.6,56.3,51.1,10.2,15.9,1054
51.1,57.6,47.7,7.5,12,980
52.4,60.4,48.9,6.3,8.9,962
51.4,56.8,43.5,4,8,1056
56.5,61.5,52.3,9.2,13,1088
53,60.4,46.8,8.7,15.9,1158
52.4,57.2,48.6,6.8,11.1,1055
50.8,53.6,46.9,9.8,16.9,1080
43.3,48.7,36.3,4.7,9.9,1101
36.8,41.9,31.5,3.8,6,918
44.6,48.6,41.5,3.2,6,985
43.9,48.7,38.1,6.3,12,1150
46,48.7,43.3,10.8,14,1050
43.3,47.5,41,12.4,15.9,1088
44.6,45.9,43.2,9.8,12,1150
44.4,47.8,41.4,7.8,14,1025
44,53.2,35.2,4.1,9.9,1002
51.3,65.3,44.4,9.9,15,1112
56.7,63.5,50,6.5,9.9,1172
62.1,68.7,57,7.8,9.9,1186
55.6,65.8,49.6,10.4,14,1068
54.2,63.9,51.1,12.9,19,1084
44.3,52.2,38.8,7.6,13,1136
51.2,63.9,44.2,6,12,1055
53.9,61.7,51.1,5.6,8.9,1046
50.4,52,48.9,5.7,11.1,1104
52.1,54.3,50.5,3.5,8,1079
55.1,61.2,50.5,6.6,14,1074
61,67.8,55.9,11,14,1180
46.7,55.2,42.6,11.3,19,1183
43.5,51.8,35.6,4.4,7,1175
51.1,60.8,47.3,7.9,12,1002
43.3,51.8,36.7,5.3,8.9,1071
44.4,51.6,41.4,4.7,8,1098
46.8,54.3,37.6,6.1,9.9,1077
48.9,61.5,40.5,6.7,15.9,1139
59.5,70.5,54,11.9,15,1092
59.3,70.9,50.5,4.4,11.1,1077
59.8,67.5,52.7,7.9,13,1133
51.6,52.3,50,9.9,15,1098
49,50.9,46.8,9.5,12,1086
47.4,55,40.5,5.9,9.9,1078
48,56.1,39.7,7.5,13,1207
54.3,64.4,47.7,8,9.9,1148
50.5,63,44.2,9.1,14,1035
46.1,48.7,44.6,13.5,18.1,998
46.6,48.9,44.2,15.2,20,1018
47.2,48.9,44.8,9.1,16.9,1042
44.7,45.7,43,5.3,7,1038
46.2,52.9,42.6,4.8,8,1187
45.1,49.1,39.6,3.4,5.1,992
46.4,51.4,41.4,4.7,7,987
46.1,50.2,44.1,4.8,11.1,1021
45.2,50.9,39.4,4.5,8,992
47.2,50.7,43.9,8.6,13,1085
39.2,42.4,35.6,8.8,13,681
35.4,39.7,31.3,6.3,9.9,947
39.7,54,32.9,5.1,8,988
43.1,47.7,39,4.1,12,881
37.6,41.9,32.7,6,8.9,1015
42.1,55.8,35.4,9.8,14,1225
42.7,50.9,37.6,8.7,15.9,997
37.6,43.3,33.8,10.7,22,974
26.4,31.5,24.4,8.7,11.1,997
26.7,32.4,24.4,6.6,11.1,911
30.5,36.7,27,7.3,12,902
30.8,34.2,27.9,4.7,7,901
31.1,35.6,28.8,5.5,15.9,964
33.3,37.8,23.4,13.4,18.1,908
9.6,22.3,2.3,12.3,15,803
16.2,25.3,10.2,7,8.9,990
27.6,38.8,22.5,6.4,13,968
35.4,37.9,32.9,6.5,13,878
37.3,40.8,35.1,4.9,11.1,1017
25.9,37.2,17.2,7.7,11.1,958
13.8,23.9,7.5,4.9,8,958
24.6,33.6,22.1,4.2,9.9,1002
,,,,,1071
,,,,,918
30.8,31.6,29.7,4.2,11.1,908
28,29.7,27,4.5,7,918
29.8,31.6,28.6,4.9,14,884
31,31.6,30.2,13.7,15.9,881
32.4,34.2,31.5,3.6,14,753
37.8,43.5,29.7,12.8,21,607
24.7,26.4,22.1,9.8,14,753
21.4,24.1,19.6,6,11.1,757
23.1,30.4,15.4,8.6,13,819
21.3,27.7,14.2,5.3,8.9,823
23.9,30,18,6.6,11.1,924
30.8,33.3,23.5,5.7,8.9,816
13.5,20.1,7.3,6.3,9.9,1427
11,14.7,5.9,6.9,11.1,793
10.6,19.8,5.9,7.5,8.9,760
14.5,18.9,10.9,6.8,9.9,855
18.9,24.4,16.5,6.2,8.9,912
17.8,23.7,10.2,5.2,7,886
18.1,22.1,15.3,4,7,864
22.5,29.5,17.2,8.7,20,931
18,23,12.4,5.1,7,820
11.8,22.5,2.3,6.6,14,782
19.6,26.4,11.5,8.7,18.1,955
27.3,30.4,24.8,6.5,15,1004
25.4,34.2,19.9,9.8,15,991
35.2,40.6,32,10.2,14,1077
32.9,37.6,28.4,5.5,12,1212
27.6,32.5,25.7,6.1,8.9,936
27,33.8,24.1,3.4,7,901
28.9,30.7,27.3,4.6,8,909
29.4,31.3,27.1,3.4,6,1038
30.4,32.2,28.4,7.5,15.9,969
31.7,34.2,30.4,12.2,15.9,960
33.6,34.9,32.7,7.5,13,1094
36.2,43,33.4,7.8,12,1045
44.1,47.8,37.6,11.9,15.9,829
32,36.7,28.6,8.4,12,924
21.3,27.3,18.3,9.6,15.9,987
15,22.1,10.2,9.6,13,896
15.4,24.3,8.8,8,12,895
11.7,18.9,7.5,4.3,8,862
19.1,21.7,16.5,7.5,11.1,873
21.9,29.7,16.5,4.7,8.9,823
24.2,28.2,20.8,3.4,7,1031
29.7,32.4,27.1,4.2,8,890
27.1,31.8,24.1,5.7,8.9,942
29.1,32.9,26.1,3.8,7,950
32,33.6,30.7,10.3,20,966
28,32.2,25.7,19.4,26,858
25.3,27,22.3,7.3,12,761
24.2,28.4,20.8,5.4,9.9,844
25.3,28.4,22.1,8.1,13,797
25.9,27.5,23,9.4,18.1,822
22.2,29.7,13.6,4.3,7,850
22.6,30.6,16,3.2,6,890
23.3,31.3,16.5,4,8.9,876
22.5,32.2,12.2,4.9,7,765
24.6,29.1,19.6,4.6,8,828
28.2,31.5,25.9,7.4,12,920
31.1,33.8,28.4,5.3,8,926
33.7,39.9,30.9,5,8,1036
29.7,38.1,23.2,4.5,7,962
31.8,34.3,30,3.6,6,912
33.4,34.9,32.4,5.4,9.9,809
31.8,32.5,31.5,9.5,12,831
31.9,33.4,29.8,4.9,8.9,970
25,30.2,20.8,6.4,9.9,909
27.5,31.1,24.1,10.6,18.1,885
25.2,32.7,20.1,6.8,11.1,961
31,32.7,28.8,8.2,13,908
33.8,35.6,32.9,7.8,12,843
32.2,32.5,31.6,10.9,14,1137
32,32.5,31.5,9.4,13,969
31,33.1,27.7,8.7,15,962
32.6,35.8,28.9,6.3,9.9,987
32,34,28.4,6.3,11.1,1112
32.9,39.6,27.3,3.9,7,982
36.9,46.2,32.4,4,7,845
37.1,40.3,33.8,2.7,5.1,1094
35.2,43.9,30,3.9,6,1110
49.2,63.1,39.2,7.5,12,1128
51.6,63.1,42.4,6.4,12,1110
45.9,55,39.6,5.5,12,1157
40.2,41.7,39.2,12.9,19,983
39.2,41,37.9,13.7,16.9,896
39.5,41.7,37.6,9.1,12,1071
42.7,49.1,38.7,4,8.9,1115
40.9,47.5,36.1,3.9,8.9,1068
49.2,61.7,40.3,5.9,14,1156
54.6,64.8,45.7,6.4,9.9,1164
,,,,,876
37.2,37.6,36.7,15,20,902
38.9,41.2,36.9,14,19,966
38.9,42.8,36,7.4,15.9,1117
40.1,44.1,37.6,4.5,8,1145
38.6,42.1,31.8,11.7,28,1078
30.6,32.5,28.8,15.5,26,1068
36.9,42.4,32.7,7.3,9.9,1094
40.7,44.8,38.7,11.2,20,956
36.5,39,34.7,12.4,18.1,973
42.3,60.6,32.5,6.1,11.1,1052
60.1,75.7,50.4,10.9,15.9,1062
68,80.8,57.9,10,20,1261
71.1,79.7,62.2,13.5,19,1136
59.6,76.6,50.9,8.4,15,976
57.4,72.7,47.3,9.1,20,882
56.1,66.9,50.4,6,9.9,1009
50.7,65.8,44.6,5.1,12,1058
51.9,73,41.5,10.2,18.1,913
39.1,41.5,36.1,7.6,16.9,1081
39,45.3,33.1,5.2,9.9,1074
54.4,73.9,44.4,8.5,15,1144
51.4,72.5,45.5,6.9,13,957
53.2,69.3,45.3,5.7,9.9,1017
53.3,66,48.7,9.5,14,1030
57.9,74.7,50.9,7.8,12,1162
71.2,80.8,61,7.1,15,1255
66.3,79.9,55.4,7,11.1,1123
45.7,50.4,42.6,7.7,15,1024
43.2,48.2,41.4,8.4,14,937
43.3,47.8,39.6,6.5,11.1,1022
45.5,48.4,43.2,5.5,8.9,1107
46.9,61.5,39.7,7.3,15,1004
43.2,46.6,39.9,8.6,13,1059
48,54.1,43.5,6,8.9,1163
53.9,56.1,51.1,8,14,1019
53.7,58.3,48.7,11.9,22.9,918
48.1,50.4,46.8,16.9,19,1047
45.2,49.1,42.6,14.8,19,1024
46.2,52.3,39.7,6,12,1041
59.7,77,51.4,11.5,22.9,1067
71.2,77.9,63.9,14.5,20,1157
68.6,73.9,64.9,9.2,15,1202
59.5,67.3,52.7,3.8,7,973
62.8,71.4,53.2,6.2,11.1,1112
65.4,78.6,55,7.7,15,1121
66.4,77.4,54.7,8.3,15.9,1255
56.4,70.3,48,7.7,13,1104
50.9,59.4,47.3,9,15,1113
48.3,57.2,43.5,9.8,15,953
46,49.8,39.6,6,11.1,982
51.1,56.1,44.6,7.7,13,1099
51.1,58.5,44.8,11.1,21,999
48,50.2,46.2,7.3,11.1,1109
58.6,80.2,48.9,9.7,16.9,1034
60.8,73.4,50.5,7.7,15,1213
55.5,64.2,51.4,5.1,8.9,1114
52.3,57.6,47.7,8.6,15,959
52.1,53.1,50.5,9.3,15.9,1031
52.1,54.3,50.4,10.2,19,1093
54.7,62.4,50.4,7.3,11.1,1084
56,62.1,50.4,3.4,7,1129
60.5,67.8,55.8,7,14,1090
57.4,61.9,53.6,3.9,8,1052
73.1,87.8,61.3,7.5,12,1056
77.4,87.3,70.3,6.3,9.9,1153
73.4,81,69.1,6.3,8.9,1107
69.2,77,64.8,4.1,7,1176
64.6,72.1,61.5,8.9,15.9,1091
61.6,63.9,58.3,10.2,15,1146
61.8,66,59.2,5.8,9.9,1061
69.5,85.8,60.3,4.4,8.9,975
73.2,81.5,63.3,5.7,16.9,811
69.4,82.6,62.6,3.9,8,1297
71.5,82.6,62.4,5.5,12,1114
59.7,62.1,57.7,8.5,14,1056
67.9,80.1,60.8,5.8,12,1141
74,79.3,67.8,5.5,13,1061
67,75.6,59.5,6.5,23.9,970
59.9,66.4,56.7,5.6,8.9,1079
62,64.2,60.3,7.3,13,1014
72.4,82.8,64.2,7.3,12,1129
68.6,81.7,62.8,4.7,11.1,1231
74.7,88.2,63.5,7.5,15,1159
71.8,84.6,62.1,7.4,12,999
61.9,64,60.6,5.1,8,926
63.8,66.7,62.4,5.2,13,1110
66.6,78.3,61.2,5.9,11.1,1085
71.7,80.6,65.8,5.7,8.9,1093
69,72.9,66,5.3,8.9,1141
76.4,88.5,69.3,7.1,13,1082
74,86,66.7,7.2,14,931
72.1,83.5,67.6,4.1,8.9,1088
71.7,83.7,67.5,7.1,15.5,1142
78.2,86,71.4,7.1,14,1041
78.5,86.5,69.1,7.6,14,1005
69.7,72.3,66.9,6.7,11.1,1024
73.7,83.1,65.7,4.6,11.1,1154
75.3,81.7,68.4,6.3,9.9,1119
77.6,86,70.7,6.1,16.9,1106
78.1,83.5,71.8,5.2,8.9,1168
67.7,73,66,7.5,11.1,1106
65.1,69.1,59.7,5.5,12,1140
66.7,70.7,65.3,6.2,8,1259
71.6,81.7,63.1,6,11.1,1091
75.2,85.5,64.8,7.3,12,1005
80.6,89.8,72.3,7.9,14,999
83.4,88.7,78.6,11.2,15.9,1110
82,88.9,75.4,8.5,15,1076
80.1,90,73.4,4.3,12,1088
75.4,85.3,72.5,4,11.1,1157
75.5,78.1,73,5.1,11.1,1097
77.3,86.4,69.6,4.1,8,1072
76.8,82.8,71.2,5.7,11.1,1019
71.2,78.8,67.1,4.9,13,1063
73.5,76.5,69.8,5.3,8.9,1019
78.3,88.5,72.1,5.8,13,1128
83.4,90.7,78.8,9.1,12,1097
78.7,87.8,70.7,3.8,11.1,1144
75.6,80.6,71.4,5,11.1,1041
74.8,82,69.8,5.4,9.9,1129
76.8,81,73,6.1,13,1085
78.2,87.3,72.3,5.6,13,1187
85.1,91.8,78.4,10.6,16.9,1092
75.8,88.3,67.1,5.9,16.9,935
71.3,85.1,64.8,7.9,13,1064
71.6,76.8,67.6,4.4,9.9,1056
76.7,86.2,70,5.9,9.9,1134
81.2,90.1,76.5,7.2,11.1,1098
73.7,76.6,69.1,5.3,9.9,1004
72.9,77.7,70.5,3.6,6,1061
71.2,75.2,65.1,6.8,14,1002
71.9,76.1,67.3,4,8.9,1195
76.1,82.4,70.2,4.5,7,1062
74.4,81,67.1,4.7,8,1045
76.1,79.3,70.2,3.8,8,1049
77.1,84.9,71.2,4.6,9.9,1119
72.9,80.1,65.7,4.3,8.9,1154
74.5,82,66.9,5.3,11.1,1101
76.7,86.4,72.1,8.2,20,1069
80.1,86.7,72.9,6.2,9.9,1098
78.7,86.4,73.6,3.9,8.9,1112
81.3,90.7,75,4.4,8,1099
80.6,88.5,77.5,3.8,8,1042
77.9,88.3,73.2,5.6,12,1119
78.8,84,75.2,4.6,9.9,1107
74.1,81.1,65.7,5.3,8,1116
71.9,78.4,67.3,4.5,9.9,1084
71.1,77.4,64.6,3.8,8,1129
77.2,87.4,70.3,4.8,7,1152
81.7,90,74.8,7.6,15,1151
76.5,86,69.8,5.9,13,1060
72.6,76.5,69.1,7.9,11.1,1042
72.7,74.7,70.7,7.3,11.1,1129
72.6,75.4,68.9,6.3,9.9,1116
72.1,76.5,66.6,7,12,1071
68.7,73.2,63.9,7.6,13,1140
71,82.8,62.1,6.3,8.9,1134
76.2,86.2,66.9,7.2,12,1040
80.7,91.8,72.3,7.5,13,1128
81.7,90.5,74.3,8.3,13,1132
81,90,74.7,9.9,15.9,1084
78.2,88.9,72.1,7.5,12,1226
74.6,81.9,69.6,5.6,11.1,1022
67.9,80.6,60.8,7.1,12,1098
60.7,68.2,53.6,7.2,13,987
62.7,75.4,52.9,5.1,12,982
74.1,82.8,68.7,11.6,16.9,1055
75.1,82.6,66.2,13.2,19,1128
62.6,73,55.4,5.3,8,1056
61.8,64.6,57,6.4,9.9,1014
63.7,69.4,60.1,8.4,11.1,1121
66.8,73,61.2,7.9,11.1,970
