avg_temp,max_temp,min_temp,mean_wind_speed,max_sus_wind_speed,crime_count
41.8333333333333,44.2,38.8,6.8,12.3,627
42.8666666666667,45,40.0666666666667,4.96666666666667,9,683
42.3333333333333,48.9,39.3,5.6,14,711
51.8,57.2,44.0333333333333,17.2333333333333,29,744
49.8,56,44.4333333333333,14.2666666666667,24.3333333333333,737
41.9,54.2333333333333,35.6,9.8,15.3333333333333,789
37.1666666666667,41.4666666666667,35.4666666666667,9.6,17.6666666666667,698
36.2666666666667,38.5333333333333,34.3666666666667,13.1,19.9333333333333,685
36.4,39.7333333333333,33.8666666666667,7.76666666666667,14.3,697
49.3666666666667,64.9333333333333,37.7666666666667,13.5,21.0666666666667,722
39.6333333333333,41.2,38.3666666666667,18,23.4,686
38.9333333333333,42.0666666666667,34.5666666666667,14.8333333333333,30,677
33.4666666666667,38.4333333333333,30.9666666666667,9.03333333333333,21.3666666666667,715
38.9666666666667,42.9333333333333,34.0333333333333,8.36666666666667,15.0333333333333,735
45.8333333333333,55.9666666666667,39.4,6.43333333333333,15.0333333333333,631
43.5666666666667,51.8,40.4666666666667,10.1666666666667,17,741
41.1333333333333,45.3,37.5,5.16666666666667,11.6666666666667,739
49.0333333333333,60.5333333333333,41.7,13.5333333333333,25.7,716
60.4333333333333,66.5,48.1,17.4666666666667,29.2666666666667,754
42.5333333333333,56.1666666666667,38.6,8.96666666666667,21.3666666666667,813
36.7,44.2333333333333,32.9,13.7333333333333,28,651
41.5333333333333,69.9666666666667,30.4333333333333,14.1666666666667,28.0666666666667,706
40.4666666666667,3380.33333333333,32.0666666666667,20,31.6666666666667,659
33.9333333333333,44.3,30.7333333333333,12.9333333333333,20.6666666666667,674
45.7666666666667,49.8333333333333,38.3666666666667,13.4,26.3666666666667,659
40.3333333333333,47.8333333333333,34.8333333333333,11.6,20.0333333333333,740
38.2333333333333,41.0666666666667,35.1333333333333,9.46666666666667,24.3333333333333,624
29.4333333333333,37.4666666666667,23.8333333333333,15.8,27.5666666666667,688
38.2666666666667,47.5,29.7666666666667,16.7,25.6666666666667,702
49.1666666666667,51.0333333333333,42.8,9.43333333333333,16.6666666666667,674
38.5,42.5,35.8,8.63333333333333,15.6666666666667,698
41.0333333333333,45.7333333333333,36.9333333333333,8.96666666666667,16.7333333333333,714
44.1666666666667,48.9333333333333,40,8.7,15.0333333333333,690
45.8666666666667,50.2,42.1333333333333,7.4,12,811
47.7666666666667,52.0333333333333,43.8666666666667,5.96666666666667,10.3666666666667,734
54.0333333333333,60.6333333333333,48.2,5.3,9.7,708
55.7,63.9666666666667,49.5666666666667,3.3,9.03333333333333,737
48.3666666666667,61.5666666666667,42.9333333333333,14.9,24.3666666666667,703
52,62.0333333333333,45.9333333333333,8.23333333333333,17.0333333333333,686
57.4666666666667,65.3333333333333,50.9333333333333,6.1,12.9333333333333,713
48.2333333333333,61.1333333333333,40.4666666666667,15.5333333333333,31.6666666666667,728
44.1333333333333,51.2,41.2,10.6,21.3,691
50.8666666666667,62.8666666666667,43.2333333333333,6.46666666666667,13.3333333333333,753
68.4,80.3666666666667,53.4333333333333,11.9,20.9666666666667,758
50.3,76.8666666666667,41.1333333333333,18.1,25.7333333333333,691
43.4666666666667,46.1,41.6,18.4666666666667,26.6666666666667,658
44.8,48.6333333333333,42.8666666666667,13.3333333333333,21.3666666666667,731
42.8666666666667,44.2,41.4,10.7666666666667,18.6666666666667,715
44.2,46.4666666666667,41.3,13.5666666666667,23.0666666666667,603
44.1666666666667,45.1666666666667,42.7333333333333,14.5666666666667,21.9333333333333,806
45.6333333333333,48.8333333333333,42.9,13.1666666666667,20.3666666666667,755
52.4333333333333,65.7333333333333,43.6666666666667,6.7,15.0333333333333,735
50.2333333333333,63.9666666666667,43.7666666666667,15.3666666666667,24.6666666666667,682
43.9,51.3333333333333,41.2666666666667,19.1,30.3,696
59,82.1666666666667,44.2333333333333,6.5,15.9333333333333,794
63.5,81.2,48.8,14.0333333333333,35.3666666666667,740
52.8,66.5666666666667,45.9666666666667,5.63333333333333,13.2666666666667,726
52.6333333333333,61.3666666666667,48.0666666666667,7.96666666666667,15.7,729
51.8,57.7,49.0333333333333,9.83333333333333,16.6333333333333,712
52.0666666666667,56.6,49.3333333333333,4.03333333333333,8.36666666666667,757
57.9,69.2,48.6,7.06666666666667,16.0666666666667,688
58.8,67.6333333333333,50.5666666666667,9.66666666666667,16.3333333333333,808
46.4,59.9333333333333,42.7,11.9333333333333,21.9333333333333,720
44.2,50.1,40.4333333333333,8.4,18.3333333333333,738
56.3333333333333,68.1333333333333,45.8666666666667,10.7666666666667,18.9666666666667,781
51.8333333333333,65.4,45.4,11.9333333333333,18.3333333333333,688
48.9666666666667,54.2333333333333,46.3333333333333,9.5,19.3666666666667,799
51.2666666666667,58.5333333333333,46.3333333333333,3.8,8.6,763
54.4666666666667,58.1666666666667,50.0666666666667,4.93333333333333,12.6666666666667,803
58,64.9,51.7333333333333,10.0333333333333,15,791
59.3333333333333,67.2,53.5333333333333,7.6,14.6666666666667,750
59.8,68.9,52.3666666666667,6.5,12.3,781
72.5,86.3333333333333,59.2333333333333,9.96666666666667,21.3,803
73,84.8666666666667,65.3666666666667,9.23333333333333,17.3666666666667,718
69.8666666666667,82.9,59.7666666666667,8.4,17.3666666666667,765
71.6,80.8333333333333,62.9666666666667,9.4,15,798
72.6,80.5333333333333,64.2333333333333,13.1666666666667,24.0333333333333,791
73.8333333333333,80.2333333333333,63.7333333333333,10.2666666666667,18.6666666666667,798
71.2666666666667,78.7666666666667,66,4.86666666666667,9.96666666666667,819
65.3,72.6333333333333,61.6333333333333,4.66666666666667,14.3666666666667,754
63.3,71.0333333333333,59.9666666666667,4.56666666666667,11.2333333333333,912
70.5333333333333,77.6,62.6666666666667,5.63333333333333,13.6,797
64.5666666666667,73.3666666666667,58.7,4.3,10.6,821
69,73.5333333333333,63.1,8.26666666666667,20.3666666666667,827
69.1666666666667,78.5,63.3333333333333,8.8,19.6666666666667,778
72.0666666666667,81.3333333333333,61.5333333333333,8.6,19.0333333333333,791
60.7,73.8333333333333,57.2,9.8,16.7,754
57.6666666666667,61.1333333333333,54.7333333333333,6.83333333333333,12.3,743
62.5333333333333,69.8666666666667,56.9,6.83333333333333,13.9666666666667,724
71.1,91.8333333333333,60.2,7.33333333333333,17.0333333333333,764
83.1666666666667,91.2,68.3,8,14.6666666666667,814
68.8,90.1333333333333,60.9666666666667,12.3333333333333,20.3333333333333,849
63.0333333333333,73.8,57.9666666666667,6.63333333333333,17.6333333333333,794
67.8,73.9666666666667,61.4666666666667,6.2,14.3,835
74.3666666666667,86.9666666666667,66.9,7.93333333333333,16.7,787
70.3,85.5333333333333,62.4,9.23333333333333,14.7,819
64.9666666666667,71.9,61.9,11,19.9666666666667,827
67.8666666666667,74.9333333333333,62.9666666666667,4.56666666666667,8.93333333333333,762
76.8333333333333,89.1333333333333,65.8333333333333,6.33333333333333,16.6333333333333,811
83.8,90.2666666666667,73.4,10.5666666666667,20.9666666666667,856
72.4333333333333,80.5666666666667,68.3666666666667,6.73333333333333,13.6666666666667,822
71.7333333333333,75.8,68.2333333333333,5.86666666666667,13.6333333333333,749
67.6666666666667,72.5666666666667,65.6,7.4,16.3333333333333,800
68.8,73.1666666666667,65.1,8.06666666666667,15.6666666666667,807
74.7666666666667,85.8333333333333,67.8666666666667,7.46666666666667,15.3333333333333,812
78.1666666666667,86.6333333333333,69.8333333333333,8.43333333333333,16.0333333333333,773
80.4666666666667,89.3,72.1666666666667,7.33333333333333,18.6333333333333,768
65.5666666666667,77.4,62.4,10.5333333333333,20.6666666666667,767
65.1666666666667,70,59.9666666666667,6.5,10.9333333333333,803
70.9333333333333,76.7333333333333,63.3333333333333,6.6,13.7333333333333,848
67.7,76.7,64.2333333333333,11.2333333333333,22.6,951
66.9666666666667,70.9666666666667,62.3666666666667,4.86666666666667,10.6333333333333,756
67.8666666666667,72.5333333333333,62.0333333333333,5.4,11.6666666666667,782
68.4666666666667,72.6666666666667,64.0333333333333,6.56666666666667,12.7,846
75.1666666666667,84.8333333333333,67.6666666666667,4.96666666666667,11.0333333333333,894
77.1666666666667,87.1666666666667,67.8333333333333,8.5,21.3666666666667,741
76.8666666666667,83.6666666666667,71,6.26666666666667,11.5666666666667,788
76.8666666666667,87.0666666666667,69.6333333333333,6.3,18.3333333333333,789
73.4,83.5333333333333,68,10.4333333333333,16.7,728
70.4,74.95,65.65,5.25,12.05,760
78.85,88.8,72.3,9.9,23.5,701
83.1333333333333,87.8333333333333,78.5,12.1333333333333,19.7,779
79,86.5,72.9333333333333,8.96666666666667,16.0666666666667,726
76.2666666666667,86.4333333333333,68.7,9.96666666666667,20.4,768
72.2,83.8666666666667,65.5,7.9,17.3666666666667,844
67.2666666666667,71.6,63.5666666666667,6.83333333333333,10.6,780
72.5666666666667,83.0333333333333,66.1333333333333,9.73333333333333,22.3333333333333,787
75.1666666666667,82.9333333333333,68.9333333333333,6.63333333333333,15.6666666666667,799
73.9333333333333,77.8,70.0333333333333,3.5,8.06666666666667,792
77.1666666666667,86.2666666666667,71.2333333333333,4.5,11.6333333333333,822
79.9333333333333,88.3333333333333,70.8333333333333,8.13333333333333,15.3333333333333,784
78.1333333333333,87.5666666666667,70.7,6.6,17.3333333333333,790
80.9,85.2333333333333,72.5,4.63333333333333,16.3333333333333,813
78.1333333333333,90.2666666666667,69.5,10.6666666666667,21.3,790
76.0333333333333,82.1666666666667,70.1,7.5,13,827
75.1333333333333,79.6666666666667,68.9666666666667,3.03333333333333,7,877
76.6333333333333,81.9666666666667,70.4666666666667,3.33333333333333,8.3,795
75.3,79.8,70.9,3.96666666666667,9,774
73.1333333333333,76.9333333333333,69.9666666666667,5.5,14.7333333333333,801
71.7333333333333,74.9666666666667,68.6,8.83333333333333,15.3333333333333,926
72.1333333333333,75.2333333333333,68.7666666666667,6.23333333333333,11.6666666666667,813
73.3666666666667,76.4333333333333,69.8666666666667,5.7,12.3,862
75.3,79.1,71.6666666666667,4.23333333333333,7.3,791
77.3333333333333,82.6666666666667,72.2333333333333,3.43333333333333,9.63333333333333,771
79.2333333333333,85,73.7,5.03333333333333,11.9666666666667,790
78.5333333333333,85.7666666666667,74.1333333333333,5.46666666666667,10.9333333333333,862
73.9666666666667,78.3666666666667,69.2666666666667,7.46666666666667,13.7333333333333,826
73.7333333333333,78.1333333333333,68.9,4.46666666666667,12.0666666666667,838
75.1,78.1,71.8333333333333,9.96666666666667,15.6333333333333,802
75.9,80.2333333333333,71.3666666666667,6.5,11.3,723
78.5666666666667,81.6666666666667,73.0333333333333,3.7,8.6,721
82.2,91.0666666666667,75.8333333333333,7.76666666666667,20.3333333333333,851
80.3666666666667,88.7333333333333,72.7666666666667,7.13333333333333,15.3333333333333,743
76.6333333333333,83.8333333333333,73.1,5.96666666666667,14.0333333333333,825
75.1333333333333,81.7333333333333,70.8333333333333,4.73333333333333,9.63333333333333,842
73.9333333333333,78.9666666666667,71.2,6.23333333333333,15,842
73.7666666666667,77.8333333333333,70.4666666666667,7.76666666666667,16.6333333333333,813
77.3,86.1,71.0666666666667,5.4,11.6666666666667,861
77.0666666666667,85.4,69.7333333333333,6.1,13.4333333333333,764
75.0666666666667,83.4,68.9666666666667,7.76666666666667,19.7,792
75.1666666666667,81.3666666666667,69.2666666666667,9.76666666666667,16.4,843
67.7666666666667,76.1666666666667,61.4666666666667,8.33333333333333,14.7333333333333,785
69.3333333333333,77.4,61.2333333333333,5.96666666666667,12.7,727
72.8333333333333,79.6,64.0333333333333,8.16666666666667,17.0333333333333,751
75.7333333333333,83.9666666666667,69.8,11.6,18.3333333333333,823
74.8333333333333,82.8,70.6666666666667,4.96666666666667,9.33333333333333,770
70.8666666666667,75.1,67.3,4.96666666666667,11.0333333333333,803
73.6666666666667,84.4333333333333,67.7333333333333,7.13333333333333,12.7,818
75.7666666666667,82.8333333333334,70.3666666666667,4.16666666666667,9.33333333333333,805
74.1333333333333,78.6333333333333,71.4666666666667,4.8,9.63333333333333,881
74.8333333333333,81.8333333333333,71.6333333333333,3.9,12.7,755
71.9,78.1333333333333,69.7333333333333,9.73333333333333,21.7,776
69.2,72.3666666666667,65.1,13.2,23.3,1020
68.5666666666667,71.2333333333333,65.0666666666667,10.2666666666667,17.3666666666667,798
68.6666666666667,71.0666666666667,63.7333333333333,8.4,15.6666666666667,829
70.5,75.6333333333333,63.9666666666667,6.23333333333333,11.6666666666667,778
76.2333333333333,87.4,67.1666666666667,9.1,20.3,820
82.8333333333333,90.5333333333333,73.1333333333333,9.93333333333333,20.6333333333333,761
83.4,90.1666666666667,77,9.93333333333333,17.7,720
77.2333333333333,88.5333333333333,71.5666666666667,8.73333333333333,16.9666666666667,791
74.6333333333333,80.1,70.1,5.23333333333333,12.6333333333333,818
69.9,75.8,66.2,6.66666666666667,16.7,767
66.5,74.1666666666667,59.1333333333333,7.03333333333333,14.9666666666667,755
69.9,78.6333333333333,61.5666666666667,8.43333333333333,16.4,791
73.9666666666667,84.0666666666667,65.1333333333333,8.33333333333333,13.9666666666667,785
69.1333333333333,76.2333333333333,65.3666666666667,9.8,14.3666666666667,818
69.3,72.1666666666667,65.9333333333333,9,14.7,822
72.6666666666667,81.4,65.9666666666667,11.3,21.6333333333333,801
73.9666666666667,81.1333333333333,66.7333333333333,8.06666666666667,16.3666666666667,834
69.6333333333333,78.6666666666667,63.8,4.63333333333333,8.96666666666667,780
73.7666666666667,86.7666666666667,64.8666666666667,8.53333333333333,18.9666666666667,712
73.0333333333333,84.5666666666667,66.9666666666667,6.4,13.6666666666667,791
71.0333333333333,77.8,66.9,6.96666666666667,21.3666666666667,731
72.8333333333333,82.3,66.0666666666667,5.06666666666667,12.3,829
69.7,76.6333333333333,66.7666666666667,7.3,12.9333333333333,840
67.8,70.7333333333333,65.4666666666667,8.8,16.4,833
70.9333333333333,83.0666666666667,64.5666666666667,8.63333333333333,15.0333333333333,809
67.1,81.0333333333333,60.4,10.8333333333333,22.6666666666667,763
62.3666666666667,69.4333333333333,54.9333333333333,9.16666666666667,19.3,733
56.5666666666667,67.2666666666667,52.3333333333333,11.4666666666667,20,634
61.9,64.0666666666667,54.5666666666667,16.6333333333333,27.3666666666667,702
61.6666666666667,63.8666666666667,60.1,13.0666666666667,17.9333333333333,772
61.0333333333333,62.9333333333333,58.7,7.3,18.7,846
60,64.3,57.6333333333333,5.3,11.6666666666667,706
61.4,63.9666666666667,58.9333333333333,4.53333333333333,10.0333333333333,769
63.7666666666667,69.2666666666667,61,6.96666666666667,12.6,744
70.0333333333333,80.6,63.3333333333333,10.0666666666667,19.0333333333333,802
66.7,77.3666666666667,62.5333333333333,4.03333333333333,10.3666666666667,751
66.9666666666667,73,58.3,8.8,14.7,862
53.0666666666667,62.3666666666667,45.9333333333333,6.33333333333333,12.3666666666667,713
56.6333333333333,60.3666666666667,50.4666666666667,7.63333333333333,15.7,681
58.8333333333333,64.3,52.3333333333333,9,14.3666666666667,719
65.0666666666667,73.5333333333333,57.1,8.73333333333333,13.9666666666667,694
64.1666666666667,71.2666666666667,53.7666666666667,10.7333333333333,21.6333333333333,744
48.9333333333333,57.9666666666667,43.2333333333333,7.6,14,693
54.1666666666667,65.7,45.5,6.53333333333333,15.6666666666667,821
60.5333333333333,68.9666666666667,51.4333333333333,11.9333333333333,20.3666666666667,821
67.9333333333333,71,60.8,9.1,19.3333333333333,789
71.5333333333333,82.6333333333333,63.6333333333333,13.5666666666667,27.0666666666667,816
72.7333333333333,80.9666666666667,61.7666666666667,15.0333333333333,33.6666666666667,772
60.8666666666667,67.4,56.5,4.33333333333333,8.66666666666667,710
56.8,63.6666666666667,52.3666666666667,13.3333333333333,27.3333333333333,716
49,52.6,45.4333333333333,14.3666666666667,24.3333333333333,760
48.5,60,41.5333333333333,7.13333333333333,13.9333333333333,771
58.1,72.6333333333333,47.3333333333333,8.76666666666667,17.6666666666667,784
53.8,68.9,48.1333333333333,12.5,22.6666666666667,770
50.4,53.3,47.1666666666667,8.6,18,734
49.3666666666667,52.9,47.0666666666667,18.7,35.0666666666667,698
48.6,51.4666666666667,45,8.86666666666667,20.3,729
50.9,63.7,43.7333333333333,8.16666666666667,15.0333333333333,802
65.7666666666667,71.4333333333333,54.5666666666667,11.6333333333333,25.6333333333333,831
54.6,62.0333333333333,51.1666666666667,12.1333333333333,22.3666666666667,786
51,57.3333333333333,46.1,10.6666666666667,17.3666666666667,866
66.1333333333333,76,53.6333333333333,11.8333333333333,18.6666666666667,898
62.2,71.5333333333333,56,4.1,10.9333333333333,748
54.1666666666667,59.5333333333333,50.9,7.1,14.9333333333333,783
53.9333333333333,56.0666666666667,51.5666666666667,7.53333333333333,14.0333333333333,783
56.6666666666667,68.3,48.9666666666667,6.7,14,820
56.3666666666667,65.9333333333333,50.0666666666667,7.53333333333333,12.3666666666667,753
58.1666666666667,66.2,52.0333333333333,6.5,13.2666666666667,733
56.9,63.9666666666667,52.6,9.43333333333333,22.3333333333333,644
50.8666666666667,57.1333333333333,45.3666666666667,12.7666666666667,30.0666666666667,679
51.1666666666667,63.5666666666667,44.4333333333333,9.1,17.3666666666667,720
,,,,,797
46.2,54,39.4,10.1,25.3333333333333,779
46.3666666666667,56,38.4666666666667,9.93333333333333,20,659
47.7666666666667,57.1,40.8333333333333,9.3,16,669
50,56.6,42.9333333333333,4.96666666666667,9.66666666666667,711
49.6,53.1,44.7,5.16666666666667,8.66666666666667,769
57.7333333333333,72.5666666666667,48.4333333333333,12.6333333333333,25.0333333333333,809
63.5333333333333,69.2666666666667,51.5333333333333,15.8,21.4,794
38.9333333333333,54.9333333333333,35.2333333333333,16.7666666666667,28.6666666666667,676
30.4666666666667,37.3,25.9333333333333,10.5666666666667,18.3333333333333,663
32.5666666666667,37.5666666666667,27.4333333333333,7.76666666666667,12.6,683
37.3,39.8,33.2,9.56666666666667,17.3333333333333,721
40.7666666666667,43.3,37.1666666666667,13.3,21.7,697
41.3,44.9,37.8,7.9,14.3,534
38.3666666666667,42.6666666666667,36.2,6.86666666666667,10.9333333333333,689
39.6333333333333,45.1666666666667,34.7,8,14.3666666666667,717
39.4,44.2333333333333,35.7333333333333,11.9,18.1,693
45.2666666666667,49.9,39.9333333333333,15.9666666666667,25.7,693
51,56.7666666666667,44.5666666666667,14.2333333333333,24.9666666666667,697
43.2,55.0333333333333,37.4,10,19.3666666666667,696
38.4666666666667,42.7,36.8333333333333,11.2,15.9666666666667,803
38.5333333333333,39.9333333333333,36.5333333333333,8.4,14.3,833
34.5,38.7,32.6333333333333,6.53333333333333,10.7,757
33.1666666666667,35.6666666666667,32,4.93333333333333,11.6333333333333,594
33.0333333333333,34.3666666666667,32.0666666666667,8.6,15.9666666666667,674
36.7666666666667,41.3,32.6333333333333,10.3333333333333,17.2666666666667,688
28.3,35.8333333333333,26.1,11.3,17.3333333333333,659
22.1333333333333,27.4,17.7666666666667,14.5,22.6666666666667,606
23.9333333333333,26.1666666666667,20.2333333333333,9.96666666666667,16.3333333333333,666
21.8333333333333,25.4,19.8333333333333,8.16666666666667,15.2666666666667,612
27.3333333333333,32.7333333333333,21.3,11.0666666666667,21.0333333333333,512
26.8333333333333,33.6333333333333,18.9666666666667,10.5666666666667,17.3333333333333,627
19.2333333333333,27.2666666666667,14.5333333333333,8.7,14.0666666666667,572
12.5,21.4333333333333,6.8,12.0333333333333,22.6666666666667,609
6.03333333333333,14.8333333333333,1.03333333333333,13.0666666666667,20.3333333333333,578
15.1,20.4,8.16666666666667,12.4,18.6333333333333,693
22.3666666666667,25.1666666666667,15.7666666666667,6.76666666666667,14.4,613
14,22.9666666666667,4.76666666666667,12.8333333333333,22.6333333333333,526
2.5,15.8333333333333,-4.26666666666667,11.7,19.6666666666667,660
20.5,29.2666666666667,7.6,15.6,26.0333333333333,691
27.2666666666667,33.8333333333333,20.6666666666667,10.3333333333333,17.0333333333333,728
36.8333333333333,40.0666666666667,33.6333333333333,8.33333333333333,13.2666666666667,702
32.6,38.0666666666667,29.2333333333333,8.46666666666667,15.0333333333333,728
35.2333333333333,36.4333333333333,32.8333333333333,6.06666666666667,11.0333333333333,604
33.4,35.3666666666667,32.4333333333333,10.4666666666667,18,487
46.1666666666667,54.0333333333333,33.4333333333333,15.4333333333333,23.3,646
29.7666666666667,45.3,26.2333333333333,13.5666666666667,27.7333333333333,662
32.9333333333333,43.6333333333333,26.1666666666667,10.8,26.0333333333333,722
34.9666666666667,41.7333333333333,29.7333333333333,13.4,23.6666666666667,648
30.5333333333333,35.8,25.7666666666667,12.2333333333333,20.3333333333333,742
37.0666666666667,41.2333333333333,29.8666666666667,15.7666666666667,31.3333333333333,702
,,,,,1125
34.2666666666667,38.3666666666667,29.6666666666667,4.5,9.66666666666667,611
37.7333333333333,39.3,34.1333333333333,6.63333333333333,14.3333333333333,717
19.4333333333333,37.4666666666667,11,14.4333333333333,21.4,611
10.5,16.8333333333333,7.26666666666667,11.6333333333333,18.3333333333333,610
5.7,11.6,1.2,10.3,16,598
8.06666666666667,17.7,2.3,8.86666666666667,14.3,617
10.7333333333333,18.2,4.2,9.56666666666667,18.4,588
22.1333333333333,28.6,11.8666666666667,12.3,20.6666666666667,712
38.8666666666667,51.0666666666667,24.8333333333333,19.4666666666667,34.0666666666667,705
33.5,47.7,26.7333333333333,14.9666666666667,349.3,658
27.9666666666667,38.9666666666667,24.1,15.0333333333333,26.3333333333333,644
22.9,28.1,19.4666666666667,12.1,19.3666666666667,798
29.1333333333333,31.7333333333333,24.7333333333333,7.1,15,683
28.6666666666667,33.0666666666667,25.0333333333333,3.76666666666667,7.7,655
32.3666666666667,34.3,29.3,4.76666666666667,10.3666666666667,651
38.1,42.9666666666667,32.8333333333333,8.03333333333333,14.3,702
35.6666666666667,39.4,34.2666666666667,9.56666666666667,16.9333333333333,706
35.3333333333333,37.8,34.0333333333333,8.13333333333333,15.3333333333333,737
36.0666666666667,38.3,34.7,5.3,10.3,783
46.5666666666667,59.1,35.6,7.8,20.3333333333333,786
41,53.3666666666667,35.9,4.36666666666667,10.0333333333333,742
37.2333333333333,39.7,35.1666666666667,10.9666666666667,15.3666666666667,788
37.1,40.6333333333333,33.9666666666667,6.46666666666667,11.9666666666667,734
37.0333333333333,43.4666666666667,34.3,9.76666666666667,19.3,748
33.9666666666667,39.8333333333333,31.9333333333333,11.8,21.6666666666667,672
28.3,33.7666666666667,25,11.5333333333333,16.7,783
27.3666666666667,30.4666666666667,24.8333333333333,10.5,18,728
27.2666666666667,29.1333333333333,24.7333333333333,8.9,15.3666666666667,633
23.3666666666667,30.1666666666667,17.4,11.8,22.3666666666667,755
37.2333333333333,40.8666666666667,26.7333333333333,12.8,20.9666666666667,730
35.8,39.3333333333333,33.3666666666667,9.96666666666667,19.3,832
21.9333333333333,34.3,15.3333333333333,11.9666666666667,18.3,670
20,27.8333333333333,15.2,11.1333333333333,18,667
24.4666666666667,32.5333333333333,17.4666666666667,10.4,21.9666666666667,638
33.7333333333333,38.4,26.2,11.6333333333333,18.6666666666667,693
35.5666666666667,51.5666666666667,29.2666666666667,7.26666666666667,15.6333333333333,762
42.8,52.6333333333333,34.1,8.03333333333333,20.9666666666667,690
31.2666666666667,45.6333333333333,26.8333333333333,13.2,20.6666666666667,666
19.7666666666667,28.7,13.8,13.5333333333333,20.6333333333333,669
26.0666666666667,40.7666666666667,16.4666666666667,13.6,28.3666666666667,743
41.0333333333333,45.3,29.7333333333333,7.43333333333333,15.0333333333333,704
39.3666666666667,47.6666666666667,35.1333333333333,14.7,28.7,678
36.8666666666667,44.7,30.0333333333333,10.2333333333333,19.0333333333333,718
41.4666666666667,50.2,33.8666666666667,11.2333333333333,20.7333333333333,711
33.8333333333333,46.7666666666667,28.4,12.9,21.9666666666667,671
32.4666666666667,37.3333333333333,29.6333333333333,9.5,16.6333333333333,671
44.4666666666667,65.1666666666667,33.0333333333333,8.16666666666667,16.9333333333333,827
54.2333333333333,65.0666666666667,40.9333333333333,9.13333333333333,16.6333333333333,745
47.6666666666667,57.9,42.0666666666667,3.53333333333333,7.36666666666667,673
46.3333333333333,57.9666666666667,39.6,6.7,15.0333333333333,710
57.4333333333333,63.4333333333333,45.9666666666667,9.2,17,677
56.2666666666667,65.6,48.1666666666667,9.8,20.4,701
50.3,64.8,36.9666666666667,11.2666666666667,18.9666666666667,652
38.4,46.3333333333333,36.7666666666667,13,23.3333333333333,658
29.6,41.4333333333333,22.4,12.2,22.2666666666667,595
32.1666666666667,47.4333333333333,24.2,12.5666666666667,29.9666666666667,575
40.4,48.6666666666667,31.6,7.76666666666667,15.3333333333333,632
49.1,57.5,38.4333333333333,13.3666666666667,25.3666666666667,628
45.1333333333333,57.8,33.3333333333333,11.2,21.7,729
31.2333333333333,39.8,29.4666666666667,10.8333333333333,22.0333333333333,627
26.1666666666667,31.8333333333333,21.5333333333333,10.3,16.3,672
31.4333333333333,36.3,25.7,13.5666666666667,26.3333333333333,633
41.1,59.3,31.1,17.4333333333333,29.1,659
53.9,59.2333333333333,45.3333333333333,18.4666666666667,28.0333333333333,682
54.3666666666667,63.5,45,18.4,33.7666666666667,681
46.3333333333333,55.9333333333333,41.7,17.1333333333333,32.4,666
38.3666666666667,49.6333333333333,33.6333333333333,10.6,19.0333333333333,676
30.3,38.0666666666667,25.9333333333333,14.1666666666667,23.3,665
22.1333333333333,30.0666666666667,17.8666666666667,11.1333333333333,17.6666666666667,654
26.0666666666667,30.5666666666667,20.7,8.13333333333333,13.3333333333333,552
27.8666666666667,31,25.1666666666667,15.6,23,539
25.8666666666667,29.1666666666667,22.6333333333333,17.5,29.3333333333333,470
23.9333333333333,31.9,18.3333333333333,12.5,21.0333333333333,602
29.8666666666667,40.4,21.2333333333333,8.33333333333333,14.6333333333333,665
37.3,45.8666666666667,30.7,8.86666666666667,15.6666666666667,708
41.0333333333333,46.9333333333333,36.7333333333333,10.7333333333333,16.6333333333333,674
37.8,41.9,34.5666666666667,7.4,13,604
42.8,50.1666666666667,37.3,9.56666666666667,19.7,692
41.1666666666667,47.7666666666667,36.9666666666667,12.2,21.3,648
30.4,39.9666666666667,27.9333333333333,17.9666666666667,30,646
35.4333333333333,46.3,28.9333333333333,12.9333333333333,19.0333333333333,664
58.0333333333333,79.0333333333333,41.3666666666667,12.6333333333333,27.0333333333333,777
42.7,44.4,41,9.2,19,694
49.8666666666667,60.1,41.6666666666667,7.43333333333333,15.4333333333333,702
45.7333333333333,57.5,39.7666666666667,6.96666666666667,12.3,721
38.7666666666667,43.3333333333333,37.6,13.6333333333333,20.0333333333333,673
37.3333333333333,41.9666666666667,33.6,11.1333333333333,22.6,669
40.7,42.7666666666667,37.4666666666667,14.3,25.3666666666667,689
38,40.9,36.7666666666667,21.4333333333333,30.3666666666667,776
40.5666666666667,44.7,36.7666666666667,8.83333333333333,18.7,815
45.6333333333333,50.9,40.8,4.33333333333333,9.33333333333333,690
43.8,48.8,41.5333333333333,5.3,9.96666666666667,690
45.9333333333333,47.7,42.3,8.9,16.9666666666667,712
41.4666666666667,47.2,39.3333333333333,13.5666666666667,30.7,631
40.0666666666667,42.3333333333333,37.3333333333333,28.2333333333333,40.6333333333333,667
40.8,44.7333333333333,37.7333333333333,16.7333333333333,26.3666666666667,702
50.0666666666667,65.4666666666667,40.2666666666667,11,23.7,694
63.6666666666667,74.5333333333333,52.1666666666667,18.0333333333333,28.3666666666667,761
67.3,75.1333333333333,54.4333333333333,17.1,27,682
45,57.3666666666667,39,10.7666666666667,20.3333333333333,702
45.3,52.2333333333333,40.9,6.5,12.3,725
45.5333333333333,49.5666666666667,42.4333333333333,9.46666666666667,17.3,664
46.8666666666667,53.4666666666667,43.1,7.9,14.4,772
67.8666666666667,79.7,52.3,15,30.3666666666667,814
