avg_temp,max_temp,min_temp,mean_wind_speed,max_sus_wind_speed
72.8,79.35,67.3,5.25,12.0
76.15,86.0,69.25,7.45,13.0
75.85,83.45,70.35,7.050000000000001,10.95
73.4,85.2,67.25,6.199999999999999,13.0
72.1,80.25,64.65,6.9,16.4
71.45,88.75,63.5,3.25,8.45
74.35,81.6,68.9,6.4,13.5
64.95,69.69999999999999,62.400000000000006,7.65,14.95
64.05,66.5,62.2,11.55,16.55
64.55,66.30000000000001,62.6,11.25,17.5
63.25,65.19999999999999,60.349999999999994,10.55,14.0
61.900000000000006,65.4,60.349999999999994,6.7,12.05
68.95,79.75,62.25,4.699999999999999,11.55
72.0,78.05,66.0,5.45,9.9
74.0,78.19999999999999,69.9,4.35,8.0
77.35,86.05,70.65,5.85,10.0
78.65,85.65,69.65,8.05,15.95
77.94999999999999,84.44999999999999,70.25,4.75,12.05
77.9,83.65,70.85,6.45,11.45
69.9,73.05000000000001,66.0,4.75,8.45
68.75,72.95,63.150000000000006,5.05,9.4
71.5,75.1,67.55,4.3,8.45
73.95,79.25,71.15,6.4,11.1
76.19999999999999,80.6,73.2,3.8,6.5
81.4,89.15,76.65,4.45,9.4
83.94999999999999,89.1,78.65,4.5,8.45
86.75,93.75,79.94999999999999,4.9,11.95
86.95,94.85,79.69999999999999,8.100000000000001,13.5
79.05,92.4,75.05000000000001,6.75,12.45
76.05000000000001,82.05000000000001,71.65,6.25,11.45
75.75,81.85,70.9,6.95,13.5
75.3,84.5,68.5,8.649999999999999,16.4
65.6,68.44999999999999,62.15,12.350000000000001,18.45
67.3,73.65,61.900000000000006,4.75,9.9
70.6,74.19999999999999,67.65,6.8,12.05
65.0,69.55,61.349999999999994,6.4,10.95
60.75,68.75,55.3,6.3,9.55
64.75,68.55000000000001,59.45,5.45,9.4
67.35,72.25,62.400000000000006,5.25,8.45
68.5,71.0,66.4,4.6,8.45
68.9,77.19999999999999,63.65,5.05,8.95
70.44999999999999,82.4,64.75,4.85,10.0
71.1,72.85,68.45,7.199999999999999,12.5
67.75,70.65,63.849999999999994,5.6,12.05
68.05000000000001,73.65,63.15,6.4,11.55
72.5,82.5,67.85,6.199999999999999,8.0
77.55,86.6,73.25,6.550000000000001,10.5
70.19999999999999,74.2,68.1,9.45,13.5
70.75,78.35,64.95,4.8,8.45
73.25,79.35,68.8,5.1,8.9
70.94999999999999,74.2,66.25,4.0,8.45
75.4,83.15,70.25,4.85,10.5
67.05000000000001,71.69999999999999,64.05000000000001,9.9,15.45
64.2,66.55,62.9,7.7,11.1
65.55,73.4,59.0,4.65,7.0
69.1,74.55000000000001,63.5,3.6500000000000004,7.0
70.6,74.25,65.2,4.75,9.4
70.9,74.65,67.1,4.75,8.0
72.4,78.6,66.30000000000001,4.25,9.4
77.55,85.55000000000001,70.19999999999999,4.35,10.5
80.0,88.35,71.15,6.15,11.1
75.1,86.0,70.25,6.699999999999999,11.55
71.55,75.2,68.55,6.449999999999999,9.4
72.44999999999999,79.05,66.30000000000001,6.4,12.0
77.5,87.35,69.5,6.75,11.1
80.6,89.44999999999999,72.5,6.5,10.45
84.2,92.6,78.15,6.55,12.5
77.75,89.5,70.85,7.75,12.0
70.55000000000001,75.75,68.30000000000001,3.45,7.5
79.3,94.1,71.15,4.199999999999999,8.45
71.4,73.7,69.65,5.15,12.55
72.80000000000001,78.2,69.05,3.75,7.5
72.5,80.19999999999999,68.0,7.6,12.0
66.8,69.9,62.150000000000006,6.699999999999999,12.05
70.15,81.95,61.4,3.95,7.95
70.65,77.0,67.9,7.4,13.5
70.2,81.15,62.7,6.85,10.45
75.5,84.85,69.0,5.7,10.5
73.1,79.0,69.8,8.0,11.55
77.19999999999999,92.9,68.9,7.3,11.55
86.7,94.1,78.7,7.35,12.45
81.55,91.69999999999999,75.85,6.5,11.1
74.25,80.7,68.80000000000001,6.3,20.05
62.45,68.1,55.5,13.05,17.95
61.05,70.15,54.150000000000006,6.7,13.05
61.5,68.44999999999999,57.8,4.5,8.0
60.05,62.25,58.0,11.15,18.05
60.35,66.2,53.75,8.75,13.5
68.45,80.15,61.75,7.25,12.55
69.75,78.45,63.550000000000004,8.0,17.1
72.6,76.9,68.45,7.4,11.55
61.4,68.65,56.75,7.6499999999999995,12.0
58.35,62.150000000000006,54.8,5.800000000000001,10.0
58.15,63.8,53.8,7.15,10.45
60.8,65.95,52.650000000000006,8.649999999999999,13.05
63.3,65.6,60.099999999999994,8.1,11.95
64.35,67.85,60.35,6.3,9.4
65.80000000000001,71.44999999999999,59.8,4.75,9.4
69.7,82.6,58.45,8.55,14.95
65.2,79.15,57.65,7.949999999999999,17.0
61.05,68.9,55.25,3.5,7.5
67.5,77.7,61.95,8.1,14.0
69.7,76.0,66.9,5.1,7.0
70.3,77.0,66.80000000000001,5.9,8.9
68.85,74.4,67.0,4.75,9.9
70.65,78.44999999999999,65.6,4.95,8.0
60.75,69.65,53.349999999999994,6.6,10.95
52.75,66.0,46.150000000000006,6.75,10.0
58.65,68.7,50.349999999999994,4.5,7.0
60.55,66.0,53.45,5.4,9.4
59.65,64.55,53.35,2.45,6.5
62.15,68.35,56.6,4.5,10.95
65.9,73.5,60.0,7.0,14.45
57.75,66.35,50.8,5.5,10.5
56.65,58.8,54.65,7.6,13.0
58.4,64.1,53.6,8.8,13.05
53.3,63.6,47.75,6.95,10.95
50.55,53.05,48.95,5.6,10.0
47.099999999999994,50.7,43.95,5.1,9.4
48.35,53.6,44.349999999999994,5.3,9.9
50.1,63.75,42.0,5.5,10.95
51.85,64.85,43.8,7.25,18.55
38.0,42.25,33.0,5.05,8.45
39.7,44.25,35.3,6.1,11.0
39.8,42.599999999999994,36.95,6.449999999999999,12.05
40.349999999999994,50.0,32.2,6.25,10.0
47.65,52.8,43.15,9.65,14.45
45.1,53.85,35.599999999999994,5.75,10.5
47.6,51.9,41.45,7.1,14.100000000000001
47.4,52.7,43.599999999999994,8.8,14.5
51.9,56.3,47.150000000000006,3.8,7.0
60.85,64.1,55.15,7.0,11.95
48.25,58.900000000000006,44.95,9.05,13.5
44.6,46.95,40.8,5.05,7.45
44.2,50.0,38.2,4.0,9.55
48.3,55.8,43.75,12.9,17.95
53.15,54.85,51.45,7.45,10.5
52.7,56.5,43.150000000000006,12.15,16.55
39.5,44.45,33.5,6.55,13.5
38.25,47.400000000000006,32.15,5.75,10.5
50.1,57.85,45.6,11.8,16.5
44.3,53.7,36.4,7.25,12.0
42.65,47.55,31.1,7.95,19.05
29.7,33.45,26.7,10.0,16.5
28.9,38.599999999999994,21.700000000000003,8.899999999999999,15.45
38.150000000000006,49.4,32.45,12.3,17.1
44.05,48.4,40.2,9.5,13.05
47.1,53.150000000000006,43.8,10.3,15.9
40.650000000000006,42.15,39.05,11.850000000000001,17.95
34.65,39.55,29.299999999999997,5.4,10.5
38.35,43.05,33.7,9.6,16.5
45.15,50.65,39.95,6.05,10.95
40.2,47.2,35.3,10.149999999999999,18.55
27.1,35.150000000000006,21.4,9.149999999999999,16.55
19.15,26.45,14.6,7.6,14.0
26.25,31.3,22.65,10.05,14.5
31.8,35.55,29.950000000000003,6.15,9.4
22.450000000000003,31.15,15.45,9.7,14.55
27.25,34.0,24.25,7.4,12.05
28.299999999999997,34.099999999999994,23.55,5.300000000000001,9.05
37.349999999999994,49.85,31.8,9.25,13.5
38.55,44.8,34.3,6.05,10.5
36.7,38.95,34.45,4.3,7.5
39.8,50.2,36.3,7.050000000000001,12.05
47.9,55.400000000000006,43.65,6.1,10.95
36.650000000000006,56.75,26.049999999999997,10.55,17.6
21.7,25.75,19.4,6.85,11.1
15.3,19.25,10.350000000000001,6.7,10.95
21.15,25.15,17.6,7.8999999999999995,15.55
22.65,25.95,16.1,9.899999999999999,14.5
11.399999999999999,22.55,2.55,10.25,17.0
17.15,20.65,13.25,7.5,12.5
8.5,20.3,-1.05,8.95,14.5
21.7,29.9,17.7,4.6,9.05
29.0,30.45,27.85,10.55,14.45
19.95,29.200000000000003,13.45,8.9,12.0
15.55,21.75,12.1,4.55,10.5
22.75,33.349999999999994,16.85,8.0,13.0
25.5,32.35,17.95,8.9,15.45
35.75,41.45,32.0,7.35,13.5
34.8,36.4,33.9,5.15,11.55
33.3,35.150000000000006,31.450000000000003,5.65,10.95
33.05,34.0,31.3,10.1,16.5
22.1,30.549999999999997,9.3,8.85,14.0
5.65,17.4,-0.14999999999999997,9.6,15.5
21.0,26.9,15.45,9.35,14.5
24.1,32.6,16.15,7.65,11.45
35.25,42.849999999999994,29.65,6.9,13.0
41.6,50.15,35.8,9.350000000000001,15.55
35.5,46.7,24.200000000000003,10.350000000000001,19.05
12.75,23.299999999999997,5.550000000000001,6.85,11.55
10.2,13.8,5.0,6.65,11.45
19.5,23.25,13.0,11.649999999999999,17.5
19.75,21.35,16.549999999999997,16.6,20.0
9.2,16.6,1.5000000000000002,8.05,16.5
24.25,32.4,16.95,13.85,21.55
25.2,30.299999999999997,14.2,14.649999999999999,27.0
-5.949999999999999,11.65,-13.9,12.55,19.55
-6.2,3.45,-11.399999999999999,9.75,13.95
8.35,15.600000000000001,3.3499999999999996,3.7,6.0
13.75,23.1,7.15,4.75,11.45
30.65,38.3,23.55,7.5,12.0
37.85,41.900000000000006,34.45,9.45,14.5
33.1,41.0,29.0,10.8,16.5
43.3,46.95,40.35,10.8,17.45
31.55,37.55,27.5,9.35,17.1
21.1,28.049999999999997,17.15,10.15,21.6
24.799999999999997,34.25,17.6,12.1,20.05
18.8,32.55,14.0,8.8,14.0
15.6,20.450000000000003,11.55,8.850000000000001,13.0
21.75,33.150000000000006,13.0,9.600000000000001,17.6
33.2,39.3,27.7,7.55,15.05
15.3,26.4,6.0,15.1,23.5
7.449999999999999,14.8,2.75,7.4,12.0
5.1,13.1,-0.8500000000000001,11.45,16.05
5.9,21.75,-4.1,12.35,22.0
23.2,31.8,13.65,12.8,19.5
15.45,32.0,7.25,9.850000000000001,15.9
6.3,31.35,-3.0,12.75,20.5
-4.0,4.1,-9.75,9.05,13.5
8.5,22.0,2.05,7.449999999999999,14.0
23.95,31.8,20.15,15.149999999999999,20.5
25.85,33.349999999999994,20.4,5.5,11.45
26.450000000000003,29.8,22.95,5.65,10.95
21.7,26.8,16.15,6.25,13.0
15.7,24.200000000000003,8.35,3.65,7.5
18.1,24.049999999999997,13.649999999999999,4.75,10.0
22.95,24.35,19.85,16.1,20.5
9.1,19.85,1.0500000000000003,7.25,11.95
4.35,12.65,0.15000000000000002,8.600000000000001,13.0
10.5,15.2,7.3500000000000005,5.25,8.45
16.15,20.55,12.8,5.9,9.4
9.1,14.649999999999999,1.2,5.85,7.95
7.7,14.899999999999999,2.75,5.35,8.0
10.65,23.9,3.3,5.699999999999999,7.95
21.7,30.299999999999997,15.25,6.5,14.0
20.85,30.85,14.25,8.55,15.55
18.25,24.35,10.95,5.9,10.0
19.9,24.8,15.7,7.85,14.5
23.0,24.700000000000003,21.15,10.75,18.95
32.1,45.349999999999994,23.25,8.9,14.95
39.9,46.3,34.2,7.449999999999999,13.0
35.349999999999994,44.3,33.25,6.3,13.5
34.5,49.3,27.9,15.8,24.0
30.6,35.5,24.7,9.05,14.0
24.85,32.75,18.05,7.449999999999999,12.9
19.6,25.3,13.850000000000001,9.6,13.95
19.8,23.25,16.6,7.9,12.5
8.7,16.3,2.25,10.3,18.05
11.85,18.85,5.550000000000001,10.5,17.1
13.0,28.15,7.050000000000001,8.5,15.45
25.2,31.55,16.9,9.15,16.5
12.05,16.15,9.7,11.2,15.45
9.05,13.0,6.15,8.5,14.0
16.45,28.05,11.0,5.25,9.9
21.15,24.0,18.95,9.8,15.45
19.75,24.6,14.35,7.550000000000001,12.0
29.7,46.55,19.4,6.1,13.05
32.599999999999994,43.599999999999994,25.25,10.8,18.1
27.8,39.2,22.35,6.95,15.5
45.55,54.7,39.2,11.2,15.45
43.2,51.150000000000006,35.7,7.0,14.0
28.450000000000003,36.15,21.85,18.450000000000003,26.0
23.049999999999997,33.8,17.05,9.2,16.5
42.75,53.05,33.65,11.7,18.55
36.5,44.3,30.85,9.0,13.95
24.2,30.1,18.95,19.200000000000003,25.1
24.200000000000003,34.6,19.7,10.25,17.6
35.75,45.05,30.35,7.65,12.55
42.4,46.1,37.05,7.3,13.95
35.7,42.6,31.85,6.9,14.600000000000001
37.2,56.3,32.2,5.7,11.55
41.85,57.099999999999994,32.55,8.350000000000001,15.45
26.2,33.55,22.5,10.15,14.95
24.9,31.450000000000003,21.1,5.1,9.4
27.95,33.35,24.85,8.3,14.95
24.85,31.9,20.4,6.9,11.55
39.35,48.0,35.2,13.55,18.1
42.95,54.65,34.6,12.3,23.05
33.45,34.55,32.3,10.8,15.45
37.45,54.55,30.6,5.75,10.45
52.900000000000006,66.2,44.0,10.85,19.05
47.900000000000006,62.650000000000006,34.45,14.45,18.55
39.75,47.05,34.85,9.5,15.0
36.45,39.3,34.0,11.75,18.05
39.65,46.2,36.05,10.649999999999999,16.5
37.2,39.45,34.849999999999994,8.0,13.5
42.05,50.8,36.95,6.35,9.4
40.5,45.15,36.95,5.95,12.5
45.25,47.65,41.650000000000006,4.8,11.1
46.25,60.55,38.25,4.55,12.5
57.05,63.5,51.65,10.649999999999999,17.0
51.900000000000006,68.44999999999999,43.85,4.4,10.0
63.65,76.25,48.3,9.6,22.55
64.15,73.95,52.25,10.649999999999999,17.0
47.85,66.3,34.75,14.95,24.5
30.25,33.2,27.15,9.399999999999999,14.45
37.5,49.35,31.35,9.8,18.05
49.150000000000006,60.0,41.95,11.7,17.0
45.05,59.349999999999994,39.2,8.25,14.0
41.55,50.25,37.3,8.6,14.0
55.45,73.4,45.15,5.55,11.1
65.45,74.8,56.0,6.9,15.55
49.35,61.25,41.650000000000006,10.2,18.05
39.7,42.099999999999994,36.9,9.95,16.05
46.95,58.45,38.9,10.05,16.5
55.0,68.55000000000001,45.599999999999994,8.45,16.05
50.8,68.0,38.85,9.899999999999999,17.6
44.55,52.099999999999994,38.5,13.95,19.05
49.5,54.4,46.4,11.9,20.0
52.85,63.599999999999994,48.55,8.05,17.5
51.65,57.55,47.75,7.1,13.0
46.1,49.55,43.35,8.7,14.0
48.2,51.8,46.2,8.05,12.0
55.099999999999994,65.85,48.650000000000006,9.85,17.95
54.05,65.4,45.400000000000006,8.5,14.5
46.25,48.4,44.15,12.45,19.0
47.25,52.75,42.349999999999994,11.850000000000001,15.9
54.45,63.4,48.65,7.8999999999999995,14.95
71.5,89.44999999999999,51.25,9.25,19.5
71.15,86.05,62.7,11.65,18.1
62.599999999999994,73.95,54.349999999999994,5.949999999999999,13.0
66.30000000000001,80.5,57.849999999999994,6.300000000000001,11.95
70.5,83.19999999999999,61.0,8.6,15.45
66.35,80.9,56.9,9.8,21.1
52.25,55.75,48.0,8.1,12.5
44.900000000000006,48.45,41.2,13.25,22.9
41.05,45.95,38.75,9.5,13.5
46.95,58.3,40.900000000000006,4.55,10.5
56.5,67.55000000000001,48.5,6.2,10.5
61.150000000000006,68.7,52.9,8.95,16.5
69.4,83.85,59.099999999999994,9.35,15.45
64.35,82.0,53.75,5.1,11.95
59.65,78.9,53.95,7.0,13.5
53.55,55.4,51.25,3.95,8.9
53.7,59.15,50.35,4.6,7.45
58.8,68.4,52.8,2.7,6.55
70.85,80.05,62.5,4.05,7.95
73.35,83.30000000000001,67.45,6.05,13.05
56.55,68.69999999999999,51.7,7.6,13.95
55.400000000000006,60.45,51.9,8.5,13.95
58.0,63.95,52.6,5.95,11.95
61.2,70.15,55.45,3.8499999999999996,8.45
73.55000000000001,87.55,63.599999999999994,6.5,17.6
76.25,82.25,69.4,11.55,19.5
73.30000000000001,81.35,65.85,6.15,9.4
62.35,67.2,57.2,6.7,12.5
58.150000000000006,63.25,55.15,6.35,9.55
61.25,67.44999999999999,54.849999999999994,3.05,7.45
66.6,74.9,61.0,3.15,7.95
58.95,67.4,52.55,11.649999999999999,19.0
57.900000000000006,61.0,55.099999999999994,7.9,12.0
56.8,59.55,54.7,7.4,12.05
59.05,64.15,55.400000000000006,8.2,14.95
64.25,79.5,55.599999999999994,3.75,8.9
63.3,74.75,57.85,6.9,10.95
64.05000000000001,73.44999999999999,58.4,5.699999999999999,10.5
71.30000000000001,82.6,62.95,10.35,18.55
76.15,84.19999999999999,69.55000000000001,4.95,10.5
78.5,86.55,70.15,9.7,19.0
74.35,82.2,64.94999999999999,6.35,13.0
61.0,68.0,56.9,6.05,13.5
71.2,82.6,64.05,4.9,10.0
67.05,77.1,61.35,4.85,8.0
63.95,68.0,61.0,3.55,8.95
65.9,75.19999999999999,60.0,2.95,7.0
71.05,77.55,66.4,2.6500000000000004,6.5
63.599999999999994,72.95,59.2,5.35,11.55
59.4,62.15,57.1,5.75,10.0
66.35,81.4,59.0,4.800000000000001,9.5
76.7,83.65,70.5,6.75,12.5
76.9,84.80000000000001,70.45,9.399999999999999,16.05
78.2,84.95,72.05,10.3,15.45
72.6,83.25,63.3,8.85,14.45
68.19999999999999,78.9,56.75,6.65,11.45
60.650000000000006,67.4,55.349999999999994,4.75,8.45
65.25,68.55,61.45,4.65,8.45
69.0,76.65,61.8,5.25,12.0
72.95,84.35,65.19999999999999,7.65,14.95
76.4,82.94999999999999,71.44999999999999,6.7,10.5
76.69999999999999,81.85,66.19999999999999,7.1,14.0
69.4,78.55,64.65,5.75,11.45
66.35,69.6,61.5,4.300000000000001,9.4
69.0,75.75,63.15,4.25,9.4
74.85,78.1,71.6,4.65,9.9
74.30000000000001,78.44999999999999,69.25,6.1,8.9
70.75,80.45,64.9,3.8499999999999996,8.95
64.1,72.5,56.75,6.75,10.45
62.25,65.94999999999999,57.95,5.5,9.4
65.1,70.95,59.3,4.35,8.95
68.75,73.2,64.4,6.1,10.95
68.9,74.1,63.849999999999994,3.3,7.0
70.25,74.95,65.6,3.55,8.45
73.5,83.0,67.75,3.9000000000000004,10.0
78.5,87.25,71.4,8.1,15.55
69.45,85.2,63.15,12.1,17.6
63.3,66.45,61.25,8.5,13.0
69.19999999999999,72.95,65.75,8.149999999999999,13.5
71.6,76.65,68.6,5.4,8.45
76.85,84.55000000000001,70.25,5.8,14.100000000000001
64.30000000000001,75.80000000000001,60.5,12.6,18.55
64.7,72.25,59.7,4.3,8.9
66.19999999999999,71.25,62.400000000000006,4.9,11.95
70.4,82.3,63.15,5.1,10.0
73.3,80.15,67.9,4.4,10.5
69.25,74.85,65.0,3.95,7.0
72.45,82.1,66.75,3.5,10.5
73.1,79.4,68.65,4.4,9.05
69.85,73.4,66.55000000000001,5.1,8.9
69.3,71.5,66.30000000000001,6.9,10.95
71.35,73.5,68.55000000000001,6.550000000000001,10.95
71.6,74.55,69.9,8.850000000000001,12.55
71.25,73.35,68.65,9.2,12.5
71.1,73.75,69.35,7.7,10.5
70.85,74.5,67.85,7.15,13.0
66.35,71.9,62.3,6.550000000000001,13.0
67.75,78.44999999999999,60.35,5.05,9.4
65.75,69.1,63.5,7.3,10.95
65.65,76.5,56.95,5.4,8.95
71.5,79.6,63.9,5.35,8.95
69.4,77.44999999999999,65.1,6.5,11.55
67.85,76.65,64.5,5.2,8.9
76.6,83.9,72.25,7.25,15.0
77.35,84.65,70.0,5.1,9.9
74.8,82.75,70.80000000000001,5.449999999999999,8.45
76.2,84.85,71.5,4.4,8.0
74.25,79.1,69.15,3.25,11.0
74.05000000000001,79.69999999999999,70.9,4.45,10.95
77.0,84.1,72.0,4.3,8.95
74.05,79.6,70.15,4.1,9.55
71.35,73.35,70.25,5.35,9.4
69.55,71.30000000000001,67.19999999999999,8.65,12.05
74.85,83.75,70.7,7.3,9.9
77.35,83.55,73.9,9.5,13.0
76.35,84.15,70.15,5.699999999999999,10.95
77.4,82.85,72.95,8.75,13.5
74.3,80.85,70.25,4.95,8.9
74.4,82.1,67.45,3.9000000000000004,7.95
75.6,84.30000000000001,69.85,9.0,15.45
80.0,87.05000000000001,71.3,8.75,13.95
65.75,70.7,62.3,6.949999999999999,11.45
66.44999999999999,72.25,60.75,4.35,7.95
68.4,74.2,62.8,4.35,8.45
69.7,76.1,65.65,5.55,9.4
72.5,79.25,65.44999999999999,10.2,16.5
55.4,74.85,50.8,8.4,14.0
54.05,56.65,50.45,9.05,14.0
48.2,54.55,42.55,7.5,12.05
55.7,65.0,49.75,4.6,8.45
58.1,63.5,54.95,4.1,8.45
56.5,61.5,49.45,4.95,8.95
58.599999999999994,64.6,51.8,4.4,8.45
60.3,64.4,53.85,4.35,10.0
63.6,73.2,56.650000000000006,7.85,12.55
68.45,77.55,63.05,8.45,14.5
64.35,72.65,58.9,8.149999999999999,15.55
56.2,59.650000000000006,50.5,7.65,13.5
59.7,69.45,52.9,5.55,9.4
62.5,67.3,56.2,3.8,7.5
63.65,70.0,59.2,2.55,6.0
64.2,68.75,59.3,2.9000000000000004,6.5
64.6,68.45,59.8,3.2,6.5
64.05,68.1,59.25,2.8,7.0
67.35,81.4,59.7,2.45,7.0
55.599999999999994,61.55,53.05,11.8,16.5
58.599999999999994,67.4,54.349999999999994,8.35,10.95
66.35,72.35,63.1,5.9,9.4
61.0,68.55,51.0,8.25,15.55
43.95,50.650000000000006,37.650000000000006,9.4,14.100000000000001
47.099999999999994,54.05,41.650000000000006,7.0,13.5
54.150000000000006,60.35,48.75,6.25,13.0
56.65,67.0,48.9,6.85,12.5
57.2,66.35,48.650000000000006,5.949999999999999,11.45
55.45,64.1,50.099999999999994,5.0,8.95
52.55,55.75,48.1,5.7,9.9
52.6,55.650000000000006,45.6,6.550000000000001,11.55
53.45,61.400000000000006,46.75,8.4,13.5
59.95,67.55000000000001,52.15,5.550000000000001,11.55
62.95,69.45,58.0,7.8,13.95
54.25,61.6,52.0,6.949999999999999,13.05
54.349999999999994,56.55,52.0,6.9,12.05
55.8,61.400000000000006,51.8,7.35,12.05
49.65,59.0,46.2,8.8,15.0
46.849999999999994,54.6,39.75,5.9,12.5
53.45,58.9,45.5,8.15,13.0
51.25,57.1,49.4,10.7,15.9
48.3,51.900000000000006,44.349999999999994,5.9,11.45
49.5,59.25,41.8,6.4,10.45
57.2,65.75,47.5,4.3,7.0
63.0,72.4,55.15,6.5,10.95
55.25,69.1,48.900000000000006,5.5,8.95
62.0,75.75,52.25,8.600000000000001,13.95
61.7,74.0,54.45,11.3,17.0
47.95,59.8,45.35,7.25,11.45
45.6,51.099999999999994,39.3,4.5,8.9
42.650000000000006,50.1,33.9,13.2,27.5
39.150000000000006,44.05,36.8,17.4,28.55
40.3,50.900000000000006,32.9,6.15,12.05
51.349999999999994,62.4,39.85,10.2,13.5
55.45,62.15,46.5,11.75,17.6
48.25,61.25,40.55,5.75,10.95
48.15,59.85,41.1,11.399999999999999,18.05
40.05,47.6,37.1,7.7,13.5
43.75,46.849999999999994,39.2,9.65,15.0
42.2,51.150000000000006,36.3,7.65,16.5
50.95,62.25,40.55,7.55,17.6
50.6,60.3,37.55,8.9,13.0
31.15,47.95,27.95,9.35,14.0
27.4,30.85,25.35,7.699999999999999,11.55
27.2,29.3,24.9,6.3,10.0
26.8,31.1,22.1,4.65,7.95
29.35,31.9,24.35,6.35,9.4
21.4,32.0,14.65,8.95,15.55
14.55,22.3,11.5,12.0,17.0
23.0,30.9,14.35,10.25,14.5
23.9,29.75,18.25,9.65,13.5
22.950000000000003,33.45,15.55,7.8,13.0
38.05,51.8,23.200000000000003,10.1,15.45
50.4,52.7,41.45,9.850000000000001,14.0
42.849999999999994,52.1,30.5,8.9,18.05
25.8,39.75,22.1,10.15,18.1
24.75,28.45,22.1,4.75,8.45
27.45,31.45,22.7,7.75,12.5
23.75,31.700000000000003,19.45,7.3,14.0
38.8,51.3,25.95,10.45,17.0
48.7,53.95,33.55,10.05,18.05
25.15,44.35,19.2,10.149999999999999,15.0
27.05,32.05,21.1,9.95,14.5
31.85,38.0,25.450000000000003,8.0,12.5
31.049999999999997,35.95,27.15,5.9,9.9
34.4,36.85,30.15,4.95,9.4
37.25,38.5,34.25,10.1,16.05
34.5,38.0,31.450000000000003,9.149999999999999,13.5
34.85,37.349999999999994,32.7,8.3,12.05
36.2,38.099999999999994,33.650000000000006,9.75,15.55
33.15,36.3,32.1,8.8,11.55
30.200000000000003,33.45,25.6,6.5,8.95
29.35,37.3,24.450000000000003,6.8,10.5
39.85,47.55,29.75,5.85,11.95
48.0,52.05,40.65,6.449999999999999,12.5
45.05,50.400000000000006,41.45,8.850000000000001,12.5
42.05,45.75,37.0,7.05,15.05
29.1,40.9,25.45,8.55,14.0
25.85,29.1,24.5,4.35,7.0
30.15,32.8,25.8,4.35,10.0
32.05,33.25,29.35,4.0,7.5
33.55,36.5,31.65,7.1,12.5
34.05,38.3,31.200000000000003,8.2,12.5
44.0,48.45,35.5,9.600000000000001,14.95
40.6,46.75,37.849999999999994,4.2,8.95
37.25,42.25,34.5,8.8,12.5
41.7,49.55,35.45,9.600000000000001,14.95
45.35,49.45,36.15,10.3,16.05
31.15,41.9,26.0,6.6,11.55
30.299999999999997,34.7,26.25,7.35,14.0
21.200000000000003,30.5,14.25,8.05,12.05
12.45,22.200000000000003,6.15,9.399999999999999,14.0
23.233333333333334,27.966666666666665,17.433333333333337,14.366666666666667,19.633333333333333
27.866666666666667,32.166666666666664,20.766666666666666,7.933333333333333,14.966666666666665
32.50000000000001,34.03333333333333,28.333333333333332,6.733333333333333,13.033333333333335
30.1,35.5,16.3,10.833333333333332,21.7
4.2,20.9,-1.4666666666666668,12.6,20.3
8.233333333333334,11.733333333333333,2.6333333333333333,9.533333333333333,20.400000000000002
4.633333333333333,10.766666666666666,0.4999999999999999,15.966666666666667,24.366666666666667
-0.6333333333333334,11.166666666666666,-6.7,15.433333333333334,30.733333333333334
9.466666666666667,18.73333333333333,1.0333333333333332,15.3,23.633333333333333
7.0,18.733333333333334,0.6333333333333333,12.033333333333333,19.7
26.466666666666665,32.66666666666667,13.799999999999999,11.1,18.7
25.200000000000003,30.500000000000004,19.1,14.1,28.666666666666668
18.633333333333333,26.1,15.433333333333334,13.233333333333333,27.96666666666667
14.1,21.266666666666666,8.0,6.9,12.0
22.666666666666668,35.13333333333333,12.766666666666667,11.0,19.666666666666664
29.866666666666667,33.93333333333333,23.333333333333332,7.533333333333333,13.633333333333333
36.166666666666664,43.0,28.366666666666667,15.633333333333333,23.700000000000003
38.333333333333336,41.6,33.166666666666664,11.0,19.3
33.699999999999996,38.8,29.833333333333332,5.733333333333333,10.033333333333333
34.03333333333333,37.63333333333333,31.733333333333334,5.333333333333333,12.6
32.166666666666664,35.36666666666667,31.166666666666668,10.8,17.033333333333335
31.2,32.66666666666667,30.066666666666666,7.066666666666668,14.0
30.966666666666665,32.5,29.766666666666666,9.933333333333334,18.0
34.43333333333333,43.13333333333333,29.900000000000002,10.033333333333333,15.666666666666666
32.166666666666664,38.86666666666667,26.96666666666667,14.500000000000002,29.0
24.8,30.133333333333333,21.2,10.566666666666666,22.96666666666667
27.366666666666667,29.166666666666668,24.73333333333333,8.833333333333332,14.633333333333333
28.133333333333333,33.233333333333334,23.73333333333333,9.533333333333333,21.0
35.03333333333333,37.46666666666667,29.266666666666666,12.666666666666666,20.266666666666666
27.766666666666666,36.43333333333333,22.633333333333333,13.4,26.966666666666665
29.566666666666666,37.53333333333333,23.599999999999998,7.166666666666666,14.3
29.966666666666665,35.900000000000006,23.233333333333334,17.766666666666666,38.0
18.3,25.733333333333334,11.266666666666666,19.73333333333333,350.3333333333333
15.966666666666667,26.03333333333333,9.166666666666668,8.5,16.3
23.7,28.333333333333332,15.8,7.7,15.666666666666668
12.933333333333334,21.5,6.266666666666667,10.299999999999999,17.666666666666664
19.2,31.333333333333332,9.766666666666667,11.033333333333331,20.333333333333332
33.266666666666666,42.63333333333334,23.633333333333333,9.5,16.73333333333333
