avg_temp,max_temp,min_temp,mean_wind_speed,max_sus_wind_speed
57.5,67.8,49.3,6.0,9.9
64.1,78.3,54.7,7.0,12.0
64.9,76.8,58.5,7.1,12.0
51.6,58.6,45.0,6.5,9.9
57.4,70.5,50.4,6.6,9.9
65.3,78.1,56.1,9.4,15.0
75.0,88.0,65.5,10.1,19.4
76.7,85.6,70.3,9.2,13.0
67.6,72.7,65.3,6.1,8.9
74.8,88.5,66.7,7.5,14.0
69.8,86.2,62.2,8.0,14.0
65.7,72.5,57.7,4.8,7.0
77.5,89.4,70.2,9.4,15.0
79.1,87.4,73.8,9.4,21.4
62.8,71.6,56.7,6.7,11.1
61.6,73.0,54.1,4.7,8.9
61.7,72.0,55.4,5.2,8.9
65.7,79.3,55.9,7.8,12.0
71.0,82.8,60.1,8.9,15.0
67.3,79.9,59.7,9.9,15.0
66.3,78.8,58.8,5.5,12.0
68.1,77.2,58.1,8.0,16.9
65.0,77.5,58.3,5.1,8.0
72.0,80.2,65.5,4.9,8.0
77.5,84.4,71.2,5.9,8.9
77.0,85.5,71.6,5.0,8.0
77.9,86.4,70.5,6.8,14.0
68.4,81.5,57.4,7.1,14.0
52.8,70.7,47.8,8.6,13.0
50.4,52.3,48.6,13.3,20.0
49.9,53.4,46.9,6.6,11.1
51.2,59.0,45.3,3.9,5.1
57.8,60.4,55.8,4.3,8.0
63.0,75.4,57.0,6.8,9.9
64.3,70.7,61.2,6.5,9.9
59.3,70.2,52.2,3.2,7.0
72.9,78.3,67.1,22.5,35.0
60.2,67.8,55.0,12.4,18.1
58.9,73.4,49.1,8.9,13.0
68.9,78.3,62.6,13.8,19.0
61.3,74.1,50.7,10.5,15.9
50.2,52.0,48.6,11.6,18.1
49.3,52.2,47.3,14.5,27.0
50.0,55.4,47.7,16.2,21.0
56.0,57.7,54.5,7.7,11.1
53.2,54.9,50.0,6.0,14.0
46.6,55.9,38.1,3.9,8.0
49.6,59.4,41.4,7.3,15.9
53.8,64.9,45.1,8.4,14.0
56.7,61.2,51.8,11.5,15.0
46.6,55.2,37.6,5.7,11.1
45.9,57.0,37.2,5.9,9.9
49.7,55.2,41.7,4.7,8.0
46.6,53.1,42.1,6.1,13.0
50.0,54.5,47.7,9.1,14.0
39.9,46.0,34.7,9.7,15.0
38.5,41.5,33.8,6.2,8.9
42.4,52.2,36.9,7.6,13.0
43.0,49.3,36.1,5.6,12.0
42.0,50.2,34.2,5.6,9.9
46.3,50.9,42.8,10.1,15.0
56.5,63.3,51.4,6.6,9.9
50.4,59.7,41.5,4.6,9.9
53.2,56.3,49.1,9.0,15.9
40.0,48.2,37.0,10.7,14.0
34.0,39.9,27.7,5.1,9.9
39.3,42.4,36.3,6.3,13.0
40.6,42.3,39.2,11.0,15.9
44.8,60.4,39.9,9.1,12.0
51.9,61.5,46.2,7.0,15.0
45.2,48.9,42.1,15.6,26.0
34.8,41.9,30.4,14.6,27.0
28.6,38.1,24.1,6.8,21.4
30.9,37.2,28.2,9.1,17.5
33.1,37.9,28.8,9.0,21.4
34.2,38.7,31.8,6.4,11.7
34.1,39.0,29.3,7.2,14.0
35.4,48.7,27.7,9.6,15.0
30.5,48.9,20.1,10.6,15.0
33.1,36.5,27.7,9.9,15.0
26.1,30.0,23.2,7.1,15.9
40.3,49.3,29.8,5.9,12.0
27.6,36.1,20.8,10.4,16.9
29.7,32.9,26.4,5.0,7.0
28.9,31.6,24.1,11.7,22.0
18.0,23.7,11.7,5.3,8.0
27.2,30.4,22.5,6.4,8.0
25.9,29.8,20.1,6.9,12.0
31.0,32.2,29.3,9.2,12.0
32.0,33.6,29.8,4.2,9.9
31.9,35.1,28.4,4.0,8.0
31.6,35.4,28.6,7.7,11.1
33.1,34.9,30.2,7.1,14.0
26.9,31.8,21.6,7.5,12.0
29.5,31.6,27.5,8.9,13.0
27.4,29.8,22.3,14.0,22.0
18.8,22.1,16.5,8.7,13.0
26.6,36.3,20.7,9.0,13.0
30.1,35.1,24.4,5.7,11.1
29.7,35.8,24.8,6.0,11.1
36.0,39.0,33.4,6.1,12.0
41.6,48.7,35.8,7.4,12.0
32.2,52.3,15.6,15.9,22.9
23.5,26.4,18.7,12.3,19.0
29.6,41.2,25.2,7.7,11.1
36.5,44.4,31.1,6.1,8.9
35.5,41.5,31.8,5.0,8.0
32.5,35.6,31.3,8.7,13.0
27.7,34.9,23.0,8.9,15.0
28.1,32.7,25.7,6.5,9.9
30.9,32.4,28.9,3.6,7.0
24.8,32.7,18.7,8.2,12.0
11.0,22.3,3.9,8.4,14.0
11.2,18.3,3.4,7.3,14.0
25.8,32.7,19.2,11.2,13.0
38.0,42.8,33.4,11.2,15.0
49.0,59.9,42.1,9.4,12.0
59.8,64.9,56.5,11.7,18.1
54.1,63.3,47.8,9.1,12.0
37.4,48.6,31.3,8.3,13.0
38.2,43.5,35.6,6.5,13.0
36.1,38.5,35.1,7.4,9.9
34.7,40.3,30.0,5.3,8.0
33.6,38.1,30.9,7.3,11.1
26.2,31.1,22.5,9.1,12.0
19.5,26.6,13.8,7.6,12.0
27.7,38.1,21.7,9.0,18.1
32.7,36.3,23.9,9.9,15.0
17.9,30.0,10.9,12.1,18.1
7.1,25.2,-1.5,9.1,12.0
1.2,10.4,-4.2,8.2,13.6
13.7,27.9,7.2,7.9,13.6
24.0,30.6,14.0,9.8,15.0
12.5,16.7,8.4,6.5,11.1
7.9,16.2,-1.3,7.6,9.9
5.7,17.8,-1.5,7.8,11.1
23.4,32.5,17.2,8.3,14.0
24.1,37.0,13.3,5.8,8.0
36.4,44.6,29.8,11.1,22.0
45.1,48.9,39.2,14.6,19.0
7.7,33.3,-0.2,13.6,21.0
17.2,24.1,12.4,7.9,13.0
26.5,30.7,23.4,13.5,20.0
27.7,30.6,25.0,7.2,11.1
29.1,31.5,27.0,4.8,8.0
33.5,44.4,30.0,7.4,13.0
37.8,45.9,33.1,6.8,13.0
32.9,34.2,31.6,16.0,22.0
28.3,31.1,26.1,9.1,22.0
30.4,37.4,27.1,5.9,9.9
33.3,37.8,28.8,12.3,29.1
8.0,33.6,-2.4,19.4,35.0
1.9,10.8,-2.0,8.7,23.3
15.7,19.6,12.2,9.5,12.0
18.0,24.4,12.0,5.3,8.0
23.2,35.8,16.3,9.2,15.9
25.6,36.5,17.2,6.0,9.9
20.4,32.9,13.5,5.4,9.9
40.8,51.8,31.8,12.0,22.0
26.5,37.0,13.5,11.5,19.0
9.2,15.6,5.2,11.1,14.0
14.0,19.4,8.1,8.9,13.0
16.6,21.4,12.6,6.1,12.0
23.4,27.7,19.9,7.6,12.0
26.3,29.3,23.5,4.7,7.0
28.2,36.1,21.6,4.9,8.0
32.3,34.9,30.9,7.9,13.0
29.5,32.7,24.6,14.1,25.1
21.9,24.4,18.3,7.9,12.0
20.6,25.2,14.0,5.3,8.9
30.1,39.4,22.1,9.6,14.0
30.0,36.1,24.6,7.0,13.0
40.5,54.5,30.7,10.0,15.0
46.4,58.8,31.5,10.4,15.9
29.0,30.6,27.5,16.1,22.0
30.3,36.9,24.3,8.7,20.0
30.6,34.9,25.5,6.2,8.9
26.2,28.8,23.2,10.6,19.0
21.8,23.7,19.6,14.2,18.1
25.9,35.1,21.9,5.3,8.9
30.2,31.3,29.7,7.7,11.1
31.6,44.8,24.4,8.4,16.9
36.4,43.2,32.0,6.0,12.0
51.4,58.6,40.3,8.8,11.1
45.5,57.6,37.0,4.4,8.9
37.3,47.8,33.6,7.7,13.0
31.5,33.3,30.2,13.2,15.9
34.1,38.7,30.6,8.9,15.9
39.6,47.7,34.9,6.0,13.0
37.5,39.4,35.6,12.3,25.3
35.7,39.4,32.9,5.6,14.0
32.5,33.8,30.0,12.5,18.1
31.0,33.4,27.9,8.7,15.9
32.4,34.5,29.8,6.7,12.0
31.9,39.2,29.1,6.8,13.0
42.7,59.0,35.6,14.9,22.0
44.6,53.2,35.6,6.0,13.0
39.6,50.2,33.3,9.1,15.0
33.7,35.2,32.5,13.7,20.0
34.2,38.3,31.6,10.2,14.0
37.5,42.3,35.6,8.6,13.0
43.8,59.4,37.2,7.3,15.9
46.7,60.6,38.3,12.3,21.0
37.7,44.6,32.4,5.3,11.1
41.1,45.1,37.9,6.9,12.0
39.9,45.1,37.0,12.8,18.1
48.8,62.1,39.6,6.2,9.9
52.8,63.9,45.3,7.7,13.0
53.2,62.8,48.0,9.2,14.0
43.0,47.5,39.9,7.9,19.4
42.8,53.1,38.7,8.8,15.0
40.9,48.4,37.8,12.4,18.1
55.6,63.9,47.1,13.9,21.0
39.8,45.3,37.0,11.1,22.0
36.6,38.3,35.4,16.0,20.0
37.5,39.9,34.7,9.7,14.0
43.5,57.7,35.1,7.2,15.9
56.1,70.0,47.8,15.1,22.9
58.7,70.2,45.1,10.7,20.0
59.3,73.6,42.6,9.1,18.1
57.0,71.4,47.7,6.7,12.0
47.4,50.5,44.2,6.0,12.0
49.7,62.1,43.3,4.4,9.9
63.0,74.3,53.1,7.0,13.0
57.8,74.1,49.1,6.7,13.0
60.3,72.7,46.9,10.7,19.0
68.7,79.3,63.5,11.9,22.9
51.7,77.4,40.3,14.2,19.0
49.8,56.8,43.0,6.6,12.0
44.0,52.5,36.9,5.3,16.9
38.4,39.9,36.5,14.0,27.0
42.7,48.9,37.6,8.3,14.0
59.8,72.0,46.9,9.7,16.9
67.3,72.7,63.3,10.4,19.0
56.1,70.7,47.7,10.9,19.0
51.9,65.8,42.3,5.7,13.0
61.9,73.9,53.2,7.1,9.7
63.8,80.1,50.9,4.9,8.9
63.8,72.9,58.8,8.5,15.9
48.9,66.2,45.5,11.8,18.1
47.2,50.4,45.7,10.5,15.0
48.2,51.3,44.4,4.9,9.9
50.2,59.4,46.0,15.6,28.9
45.7,52.3,41.9,11.9,21.0
56.1,72.7,43.7,10.1,18.1
57.7,69.4,47.7,9.0,12.0
47.9,49.5,45.3,7.7,12.0
54.9,70.9,43.9,5.8,12.0
64.3,70.7,56.7,9.6,14.0
51.4,68.4,45.9,8.0,18.1
50.0,55.8,45.3,5.1,12.0
53.5,63.1,49.3,4.9,11.1
51.3,63.0,45.9,7.5,13.0
50.4,57.2,46.9,8.4,14.0
48.4,50.0,47.3,9.0,15.0
51.4,55.9,47.7,6.8,12.0
60.5,76.8,49.8,7.4,15.9
71.5,80.1,61.3,9.1,16.9
78.0,80.4,74.8,4.3,25.1
49.0,49.8,48.0,11.9,19.0
51.6,60.1,46.6,4.2,8.0
64.0,73.9,54.1,8.1,16.9
70.7,78.1,65.5,7.9,13.0
60.7,77.7,54.5,5.3,12.0
66.4,77.2,57.9,4.8,8.0
62.6,67.8,57.0,5.5,14.0
57.6,61.7,54.0,6.1,14.0
71.6,86.2,56.1,10.8,19.0
80.9,85.3,77.4,15.5,22.0
76.1,81.1,71.8,11.6,20.0
76.3,85.3,64.8,10.1,20.0
74.0,85.6,64.2,8.6,15.0
69.0,79.5,62.1,6.1,12.0
75.7,83.8,67.1,11.5,27.2
79.4,89.1,73.2,20.5,35.0
77.0,88.0,67.5,17.5,27.2
73.8,82.9,63.3,10.8,21.4
72.9,82.2,61.7,13.2,31.1
67.1,76.3,59.2,8.7,21.4
63.1,74.8,56.8,10.1,21.4
63.4,74.5,58.8,11.3,23.3
63.3,73.8,55.8,7.6,15.5
70.8,82.2,62.4,8.9,15.5
74.0,80.8,66.9,8.9,17.5
68.3,79.5,62.1,7.9,15.5
61.3,63.7,58.6,10.7,21.4
64.5,72.7,58.5,7.2,21.4
71.1,77.4,66.6,13.2,21.4
77.0,85.8,71.2,8.4,17.5
76.8,84.6,70.0,11.4,31.1
75.4,82.2,71.1,14.4,27.2
68.2,75.9,61.0,11.4,23.3
65.4,71.8,61.0,9.9,21.4
69.0,82.0,58.6,5.5,9.9
76.8,86.2,68.0,16.3,29.1
65.7,83.3,61.0,22.0,33.0
63.4,68.2,59.7,12.4,21.4
65.9,71.1,62.8,9.5,17.5
72.7,84.6,64.0,11.6,23.3
78.4,84.4,73.9,14.4,19.4
76.9,84.7,70.2,14.0,23.3
71.4,74.3,68.7,10.1,17.5
75.4,82.2,70.9,9.3,23.3
70.8,82.4,64.6,10.9,23.3
76.2,81.9,67.5,9.1,15.0
72.0,79.2,63.3,7.6,12.0
70.5,77.9,63.5,6.0,8.9
76.6,89.2,67.3,6.5,14.0
80.7,87.1,72.5,6.5,12.0
78.4,86.9,69.8,999.9,999.9
78.5,85.1,75.2,999.9,999.9
73.8,78.8,69.6,999.9,999.9
71.6,76.6,68.5,999.9,999.9
73.6,77.0,70.0,999.9,999.9
69.4,70.3,68.4,8.6,14.0
68.6,72.5,64.6,9.9,13.0
69.8,75.6,62.4,4.8,9.9
72.3,81.1,65.1,6.3,11.1
76.1,80.8,73.6,5.9,8.0
73.9,82.2,65.8,4.7,8.9
74.6,80.8,70.3,5.7,8.9
75.9,86.2,69.8,5.6,9.9
77.3,85.5,71.8,7.2,15.0
76.4,84.4,71.8,5.8,9.9
76.4,79.0,73.8,3.8,7.0
74.2,77.9,72.0,8.2,12.0
73.9,83.1,67.3,5.3,8.9
75.8,82.0,71.2,7.3,15.9
73.6,78.1,68.7,6.3,11.1
74.8,79.7,70.0,3.8,8.0
72.5,79.2,65.5,7.2,15.0
71.0,73.9,68.7,8.4,12.0
69.6,76.3,63.3,4.7,8.0
67.8,73.6,64.4,12.1,16.9
68.4,70.3,66.6,9.1,13.0
68.2,71.8,63.1,4.5,8.0
69.9,72.0,67.3,4.7,11.1
70.4,72.3,67.6,6.6,12.0
70.2,72.9,68.4,9.4,12.0
70.0,75.9,63.0,5.1,8.0
74.1,83.1,64.4,5.3,8.9
76.2,84.2,67.3,5.4,8.9
73.0,81.9,67.8,5.3,11.1
71.6,74.7,67.5,6.9,11.1
73.5,79.2,70.3,6.5,9.9
77.9,81.9,74.5,9.2,15.0
79.0,86.4,72.7,8.1,12.0
72.1,80.1,68.4,7.6,14.0
67.8,70.2,66.4,12.5,15.9
67.4,71.2,63.1,11.6,15.9
69.9,73.4,63.1,7.0,12.0
72.1,79.5,66.7,6.2,11.1
74.2,78.6,70.9,6.2,12.0
72.6,81.1,64.4,4.0,8.9
74.7,79.9,67.8,3.8,8.9
75.1,79.5,67.5,6.1,9.9
75.4,81.9,67.3,5.3,9.9
74.8,84.0,69.1,8.0,14.0
66.5,69.1,64.2,12.3,21.0
64.7,66.6,60.4,8.3,16.9
64.9,73.2,57.2,3.7,7.0
66.3,72.7,59.4,4.4,8.9
63.1,70.9,57.9,5.4,12.0
57.3,63.9,50.4,6.3,9.9
62.0,70.2,53.8,5.3,8.0
67.4,76.8,57.9,7.2,9.9
71.4,73.0,70.0,6.3,8.9
71.1,78.1,68.4,7.0,15.0
68.8,74.8,61.9,8.2,16.9
60.2,62.6,57.2,6.0,11.1
60.7,69.8,52.0,4.0,8.0
66.0,80.6,57.7,6.9,9.9
67.2,69.6,63.7,8.5,9.9
67.3,76.6,58.8,7.0,9.9
69.3,74.8,61.5,4.4,8.0
67.9,72.1,61.7,4.4,8.0
69.4,74.8,64.4,5.7,8.9
70.8,79.7,62.4,6.6,9.9
71.8,81.0,64.4,5.2,8.0
70.1,74.5,68.2,5.7,9.9
67.7,70.7,62.4,4.8,8.0
67.4,72.0,59.9,3.8,7.0
66.5,68.2,64.8,7.5,13.0
63.5,65.3,60.3,7.1,14.0
57.4,61.2,53.2,4.5,8.0
53.1,58.6,47.5,7.7,16.9
52.9,61.2,44.6,5.6,8.9
55.9,59.9,53.1,7.5,13.0
52.1,55.6,44.6,6.3,11.1
55.4,59.5,47.8,6.5,11.1
61.7,67.3,59.2,8.8,13.0
61.0,66.4,57.2,9.4,14.0
59.9,63.1,55.4,7.9,13.0
57.9,68.2,50.9,4.7,6.0
58.6,67.6,50.5,3.7,8.0
63.7,71.1,56.3,5.7,8.9
68.7,82.9,63.5,4.7,8.0
72.2,79.2,65.1,7.3,11.1
64.6,74.8,56.1,8.7,13.0
59.8,63.0,56.5,4.8,7.0
51.4,55.6,45.7,7.0,13.0
53.2,54.3,49.5,7.4,12.0
52.3,56.3,47.1,5.9,13.0
52.9,61.7,45.3,8.2,13.0
53.4,59.5,47.5,8.4,15.9
50.1,55.0,42.1,8.4,16.9
48.3,53.1,41.5,10.0,14.0
49.5,59.0,42.6,12.1,15.9
53.1,57.9,49.6,6.4,11.1
47.0,52.5,43.3,9.1,15.9
51.2,56.1,41.5,12.0,18.1
40.9,46.4,36.5,8.8,13.0
36.4,40.1,33.8,7.5,11.1
40.2,45.7,34.5,6.3,12.0
45.5,61.9,36.9,7.2,12.0
58.3,70.9,50.4,8.9,12.0
53.9,66.9,50.4,7.7,11.1
55.4,70.2,50.2,7.3,9.9
65.0,72.1,57.4,8.4,12.0
62.7,71.8,54.0,7.8,9.9
61.4,70.3,53.1,9.0,18.1
61.3,67.5,54.9,10.6,15.9
49.5,59.5,39.4,8.5,14.0
38.7,41.5,36.3,11.5,15.0
36.5,38.5,33.3,8.1,9.9
32.5,38.3,28.4,6.7,12.0
34.2,37.4,30.6,4.8,8.9
42.0,48.4,37.2,8.9,12.0
48.5,54.1,44.1,9.7,16.9
50.2,52.3,46.8,8.9,15.9
42.4,46.8,38.3,13.8,21.0
34.6,37.9,29.7,7.9,11.1
32.9,36.1,30.6,7.6,11.1
28.5,33.4,23.5,7.8,12.0
34.1,44.1,29.3,9.6,15.9
34.3,43.2,29.5,10.9,15.0
24.3,29.1,18.7,9.1,14.0
25.5,32.5,20.8,6.0,9.9
30.9,43.7,24.3,7.2,12.0
36.8,41.4,34.0,7.1,11.1
34.6,38.7,29.5,8.4,12.0
34.1,42.3,27.1,4.1,7.0
35.5,44.6,27.7,4.2,11.1
36.1,44.4,28.8,7.1,13.0
34.5,43.0,27.0,4.1,6.0
37.6,39.4,34.3,10.6,19.0
31.2,36.9,26.4,11.3,16.9
25.2,31.6,21.7,9.0,15.9
35.7,40.8,30.7,9.8,16.9
22.5,32.7,15.3,7.4,11.1
15.3,20.8,9.5,7.9,12.0
24.7,32.4,16.7,12.3,15.9
16.2,24.4,9.5,7.4,12.0
24.6,34.2,18.7,6.3,8.9
38.1,43.2,34.0,8.7,18.1
28.5,33.6,25.2,14.0,21.0
27.1,34.2,21.2,5.0,8.9
20.6,29.7,13.8,6.2,9.9
26.6,39.4,15.1,12.0,19.0
42.1,49.5,36.3,16.8,22.9
23.7,51.3,6.4,13.9,20.0
12.8,20.7,9.3,5.4,13.0
19.6,21.2,16.3,7.2,14.0
15.8,22.6,12.0,3.9,6.0
27.3,31.3,21.4,8.0,18.1
26.7,31.6,22.1,8.7,12.0
6.0,24.1,-4.7,13.7,19.0
0.5,6.6,-2.7,10.2,19.0
15.6,28.8,5.2,9.0,15.9
32.4,35.6,21.2,9.4,15.9
11.1,19.2,4.5,8.5,19.0
30.6,41.4,19.2,9.0,13.0
54.4,62.4,41.0,12.0,22.0
35.8,53.6,26.4,15.0,23.9
35.3,44.2,30.2,9.1,15.0
34.3,40.8,29.3,6.2,11.1
23.3,41.5,13.8,10.3,21.0
21.9,30.6,17.1,9.5,18.1
29.0,31.3,26.1,7.6,11.1
27.0,33.3,22.5,8.2,14.0
35.4,38.1,28.0,9.0,14.0
20.2,27.3,13.8,7.2,11.1
25.4,29.5,21.2,5.9,9.9
27.6,29.1,21.4,5.0,11.1
16.6,21.9,12.0,7.7,12.0
20.4,28.2,15.6,6.1,12.0
27.8,28.4,26.6,13.0,19.0
21.9,26.8,18.3,6.1,12.0
20.5,25.0,16.3,4.7,8.0
20.5,31.5,8.6,8.0,13.0
8.5,15.8,3.2,6.3,12.0
-0.9,9.7,-7.6,9.3,12.0
-9.0,1.8,-15.3,8.0,12.0
10.8,24.8,-2.4,11.2,19.0
17.5,24.8,11.1,7.1,11.1
17.6,24.3,13.8,6.8,12.0
20.0,23.7,17.6,6.9,12.0
18.7,28.6,12.2,7.9,14.0
24.9,34.9,18.3,5.9,8.9
31.2,35.1,28.0,7.0,12.0
14.8,28.0,5.9,6.8,11.1
6.5,15.4,1.0,5.7,8.0
11.6,17.6,8.2,4.0,7.0
16.7,20.1,13.3,5.8,9.9
18.1,22.1,15.4,7.6,11.1
20.0,29.7,12.7,9.9,14.0
15.5,23.2,10.8,8.5,13.0
18.0,36.3,7.3,10.2,18.1
35.4,37.9,29.7,8.4,15.9
27.2,33.8,22.1,7.7,12.0
14.5,24.1,4.3,8.8,15.9
12.6,16.5,5.4,9.8,16.9
13.5,25.5,5.4,8.1,15.9
26.2,43.2,17.4,5.9,9.9
48.6,60.4,40.5,12.6,16.9
38.9,55.9,33.6,6.6,11.1
37.1,52.3,30.7,4.7,12.0
54.1,60.6,46.9,13.8,21.0
47.0,56.7,36.3,10.1,25.1
37.0,43.9,33.6,12.6,18.1
31.3,37.8,28.6,5.6,8.9
30.6,31.8,29.3,7.5,12.0
26.3,31.5,21.7,5.7,12.0
26.9,34.0,21.2,6.0,12.0
31.9,41.2,27.0,9.3,16.9
37.1,38.5,34.5,7.4,12.0
19.2,33.8,10.8,9.2,14.0
20.0,27.0,14.2,6.7,11.1
25.6,31.5,20.7,9.5,16.9
21.9,26.4,15.6,8.3,11.1
19.4,24.1,14.4,5.4,8.9
27.0,39.0,21.2,7.6,12.0
40.3,55.8,33.6,8.6,12.0
40.3,52.9,32.7,4.8,13.0
34.1,54.1,22.1,13.6,21.0
23.5,24.8,22.3,14.3,20.0
22.6,24.8,19.2,16.4,22.9
19.4,21.6,17.8,23.5,40.8
22.6,27.5,19.6,7.3,12.0
31.7,44.2,26.6,6.7,11.1
47.7,63.0,37.9,12.0,21.0
56.6,67.1,51.8,11.8,19.0
50.0,53.8,46.8,9.2,20.0
34.9,43.9,32.9,7.1,13.0
45.8,60.6,33.8,8.4,13.0
32.9,61.2,18.7,13.2,19.0
20.7,28.6,17.6,8.4,12.0
26.0,35.1,21.4,5.7,8.0
33.7,37.4,28.4,3.8,8.9
36.9,45.7,32.0,3.3,7.0
41.5,44.4,38.1,3.5,6.0
54.5,71.4,41.4,8.4,19.0
50.5,69.8,41.4,9.7,14.0
39.5,45.7,32.0,8.2,13.0
30.0,34.2,28.2,9.3,14.0
42.6,57.7,34.5,6.3,8.9
45.7,51.6,42.1,5.5,9.9
45.1,54.9,39.6,11.0,15.9
54.6,71.6,48.2,16.3,22.0
51.8,69.6,45.3,10.8,20.0
45.7,55.9,40.5,5.9,8.9
42.0,55.0,34.3,8.0,13.0
34.3,36.1,33.1,17.0,22.0
34.6,40.8,30.9,17.5,27.0
35.7,40.8,32.0,6.6,11.1
45.4,52.5,35.2,11.4,21.0
43.9,54.1,39.2,12.5,21.0
45.9,53.4,40.5,7.9,16.9
38.8,40.5,36.9,16.9,25.1
38.8,42.3,35.4,5.0,9.9
37.9,39.9,35.4,13.9,22.9
34.5,36.7,32.5,21.3,26.0
36.7,48.2,30.9,9.3,15.0
39.9,46.6,34.0,5.5,9.9
46.2,48.4,44.4,6.0,8.0
39.8,43.7,37.9,14.5,25.1
37.9,38.8,37.0,12.7,21.0
37.8,40.6,34.7,7.7,13.0
40.1,44.6,37.4,11.5,21.0
38.2,39.9,36.9,13.3,19.0
41.2,44.6,39.6,11.1,14.0
42.6,46.8,39.0,5.6,9.9
44.2,51.4,38.8,3.7,9.9
56.0,70.9,45.9,3.2,8.0
53.2,68.5,43.2,4.8,9.9
44.5,52.5,40.6,9.3,15.9
41.1,46.8,37.6,7.0,12.0
46.8,60.6,39.6,7.6,13.0
48.0,64.9,40.1,7.2,13.0
65.9,82.4,54.0,10.2,19.0
71.5,77.5,66.9,13.6,20.0
70.2,75.4,63.7,13.2,20.0
47.2,61.5,41.2,12.4,20.0
45.5,48.4,41.2,7.5,15.9
56.1,66.7,46.9,6.5,11.1
57.1,62.6,52.0,5.1,9.9
54.8,64.2,46.2,5.9,12.0
58.8,66.7,49.3,5.0,8.9
55.2,62.6,50.4,4.6,9.9
55.5,59.4,53.1,4.7,8.0
61.1,71.4,55.8,6.0,13.0
63.8,77.4,57.4,7.0,11.1
61.7,68.0,57.4,4.8,7.0
55.9,66.7,44.2,10.3,18.1
51.7,65.3,43.7,5.7,18.1
47.3,53.1,43.2,5.9,16.9
54.4,68.9,46.0,5.9,11.1
60.5,67.8,53.4,11.3,18.1
64.7,70.0,57.7,10.3,18.1
59.0,68.0,53.1,5.0,9.9
59.3,62.1,54.7,7.3,16.9
49.5,59.9,43.2,5.3,9.9
55.3,64.2,46.9,7.2,14.0
64.7,77.4,56.1,9.4,15.0
71.6,82.4,62.4,10.1,15.0
73.9,83.8,64.4,8.9,12.0
63.9,82.9,55.0,9.7,14.0
55.4,63.7,52.5,5.5,12.0
55.2,61.2,52.7,9.6,16.9
54.4,57.0,52.2,7.7,12.0
56.7,60.1,53.8,5.9,8.9
59.8,74.3,53.1,4.9,9.9
57.4,61.0,54.7,4.9,7.0
58.5,73.8,53.2,5.6,14.0
59.1,72.0,52.7,4.3,7.0
55.8,65.1,50.4,6.0,9.9
64.9,80.2,53.6,6.4,16.9
50.2,53.1,48.6,10.5,15.9
51.3,53.1,49.6,10.4,18.1
51.7,55.8,49.1,8.5,15.0
60.0,78.6,48.4,4.7,9.9
60.0,79.2,50.9,6.3,9.9
61.1,70.9,51.6,6.9,9.9
63.1,80.2,50.9,7.8,14.0
59.7,80.1,55.0,5.5,11.1
55.2,57.2,53.1,7.8,11.1
53.7,54.9,52.2,8.9,13.0
55.6,60.8,52.2,6.5,12.0
56.2,58.5,53.4,6.4,15.0
57.9,64.2,54.0,5.6,9.9
61.2,67.8,55.6,3.8,8.0
63.8,67.5,61.3,5.9,12.0
63.4,66.6,59.0,7.0,13.0
65.2,78.8,60.6,4.2,8.9
74.6,86.5,66.0,7.2,15.0
75.1,87.3,66.6,5.7,11.1
73.7,79.0,69.4,2.2,5.1
70.8,78.8,65.5,4.7,8.9
76.1,81.9,71.4,4.0,7.0
81.1,87.6,76.5,4.1,7.0
78.7,82.4,74.8,3.8,7.0
73.6,75.7,71.6,5.3,12.0
72.3,87.6,67.3,4.8,12.0
77.4,86.9,70.7,8.5,15.9
73.0,81.1,65.7,6.9,12.0
66.9,73.0,62.6,5.5,8.0
60.9,65.5,57.0,4.1,9.9
63.3,66.4,59.7,3.7,7.0
65.1,70.9,62.1,4.3,8.9
66.3,67.6,64.9,4.1,8.9
66.0,73.6,61.9,4.7,8.0
72.3,82.6,64.4,3.9,8.9
68.6,75.9,65.3,5.2,8.0
65.6,67.8,61.9,6.1,8.9
66.7,71.6,63.1,6.0,8.9
71.1,79.5,66.6,3.8,9.9
72.9,79.9,67.1,4.6,12.0
70.3,75.4,63.0,3.8,8.0
68.7,70.5,66.7,5.4,8.9
70.0,78.3,62.2,5.5,9.9
75.2,84.9,65.5,7.6,12.0
74.4,83.3,66.4,5.2,11.1
65.9,69.3,59.7,4.9,11.1
62.1,66.0,59.0,4.9,7.0
64.3,66.7,61.2,3.6,8.0
65.3,69.6,58.8,5.3,11.1
69.4,76.8,63.7,5.5,9.9
70.9,76.5,68.0,3.7,8.0
67.7,70.3,64.4,4.5,11.1
71.4,81.0,63.1,5.6,14.0
73.4,79.3,66.9,7.3,15.0
71.6,77.7,65.3,5.1,12.0
74.2,81.5,66.4,5.4,11.1
76.6,84.6,68.5,6.1,19.0
70.3,76.5,66.6,6.5,11.1
70.8,77.5,64.9,4.9,8.9
70.5,81.1,63.0,4.1,12.0
70.6,78.1,66.2,7.5,13.0
67.2,75.6,59.4,5.6,9.9
72.9,82.8,66.9,10.4,16.9
74.7,80.1,70.9,5.1,11.1
69.2,76.6,65.1,6.1,11.1
69.2,72.7,63.5,4.3,8.0
69.1,72.0,66.2,5.4,9.9
74.1,86.5,67.1,9.7,18.1
82.9,89.1,76.5,11.6,15.0
79.2,88.0,72.0,6.3,11.1
